Depth,300 neurons,350 neurons,400 neurons
20,0.23578964009166065,0.2437848615403654,0.2527934136903948
25,0.1856869779235561,0.23654056536598186,0.22854980826848234
30,0.20566013302992692,0.206069227641994,0.2426975935866887
35,0.19496723226356236,0.22195344273414877,0.22578511311851365
