Depth,300 neurons,350 neurons,400 neurons
20,0.2790253210784585,0.2945588056158011,0.2977430792243192
25,0.23496048430902788,0.27100458821150086,0.2781842868173062
30,0.24312799102673777,0.2567987804385749,0.29593758929445585
35,0.22295103443673614,0.2665159338379674,0.2870002010075206
