Depth,300 neurons,350 neurons,400 neurons
20,0.24791110031814736,0.25801755478511557,0.2764158063765728
25,0.2468542732072599,0.25250515112691,0.25346817512234504
30,0.2433808404020965,0.25291394705724235,0.2584650835041145
35,0.23788850251208954,0.25333566685216596,0.24814119872947535
