Depth,300 neurons,350 neurons,400 neurons
20,6.1131936587355655,6.16630828984063,6.112495050389282
25,7.223612841717297,7.2883090099573815,7.2987873237721175
30,8.410435518593236,8.4203053453956,8.468891700936688
35,9.538262001252875,9.581585512896341,9.556528555365713
