Depth,300 neurons,350 neurons,400 neurons
20,0.23441859685599503,0.23888533163552333,0.24723611899058928
25,0.19283782610801434,0.2277320029797277,0.23064448385301864
30,0.20355409754421375,0.21070930189594175,0.24106466702909934
35,0.1848225400670234,0.21364135406629153,0.2275816831653091
