Depth,300 neurons,350 neurons,400 neurons
20,12.068531023234957,12.107300194041484,12.093237352515148
25,14.320499283106377,14.403318456548144,14.404805646409667
30,16.657444697245015,16.693092137104784,16.787826101239204
35,18.949418168778372,18.980975754940037,18.98495485944993
