Depth,300 neurons,350 neurons,400 neurons
20,0.2079757290299643,0.21234321210420493,0.22041907820925868
25,0.17577103771871389,0.19998327273913105,0.2109879002238464
30,0.18118745400429223,0.17812606970299827,0.20672409498894756
35,0.17111554137440493,0.1921249956899144,0.19043723163618284
