14152,nan,nan,nan,nan,10631.466,13.051432371139526
14153,nan,nan,nan,nan,10716.352,12.702216625213623
14154,nan,nan,nan,nan,10793.319,12.838826179504395
14155,nan,nan,nan,nan,10431.214,11.24973464012146
14156,nan,nan,nan,nan,10318.556,11.745831489562988
14157,-16.0,-16.0,-16.0,2613.0,10265.272,11.911189794540405
14158,-16.0,-6.0,4.0,3142.5,10282.441,12.335097074508667
14159,-16.0,-3.0,4.0,3413.0,10309.087,12.41108751296997
14160,-16.0,-4.2,4.0,3285.2,10278.821,11.970726251602173
14161,-16.0,-4.2,4.0,3285.2,10140.634,10.842216730117798
14162,-16.0,-5.166666666666667,4.0,3207.0,10060.722,11.752584457397461
14163,-16.0,-4.0,4.0,3357.8888888888887,9897.825,11.161962032318115
14164,-16.0,-4.0,4.0,3357.8888888888887,9738.188,11.251864671707153
14165,-16.0,-4.0,4.0,3357.8888888888887,9823.166,12.130712509155273
14166,-16.0,-3.7,4.0,3425.8,9739.397,10.95795226097107
14167,-16.0,-3.0833333333333335,4.0,3513.9166666666665,9785.892,12.362500429153442
14168,-16.0,-2.1538461538461537,9.0,3485.6153846153848,9810.412,12.544942378997803
14169,-16.0,-1.7857142857142858,9.0,3493.9285714285716,9835.466,12.654553651809692
14170,-16.0,-1.375,9.0,3559.375,9886.631,12.48414945602417
14171,-16.0,-1.2352941176470589,9.0,3592.823529411765,10047.813,12.414630651473999
14172,-16.0,-0.7777777777777778,9.0,3604.1111111111113,10055.246,11.770457744598389
14173,-16.0,-0.3157894736842105,9.0,3596.157894736842,10170.76,12.223678827285767
14174,-16.0,-0.25,9.0,3597.8,10338.942,12.924041748046875
14175,-16.0,-0.14285714285714285,9.0,3611.285714285714,10408.66,12.83107328414917
14176,-16.0,0.36363636363636365,11.0,3583.4545454545455,10485.387,11.730897426605225
14177,-16.0,0.8695652173913043,12.0,3551.6521739130435,10398.151,11.499689102172852
14178,-16.0,1.0416666666666667,12.0,3542.9166666666665,10278.579,11.323299407958984
14179,-16.0,1.1923076923076923,12.0,3544.0384615384614,10324.109,13.083959579467773
14180,-16.0,1.0,12.0,3543.5185185185187,10122.857,10.442285299301147
14181,-16.0,1.0,12.0,3557.8928571428573,10033.403,11.504929780960083
14182,-16.0,0.9,12.0,3582.6,10023.567,11.68917989730835
14183,-16.0,0.9,12.0,3582.6,10046.727,12.43485975265503
14184,-16.0,0.71875,12.0,3578.34375,9940.281,11.85563850402832
14185,-16.0,0.71875,12.0,3578.34375,9921.939,12.59000563621521
14186,-16.0,1.0,12.0,3561.060606060606,9981.661,12.311475276947021
14187,-16.0,1.3888888888888888,12.0,3552.4166666666665,10089.326,12.578850269317627
14188,-16.0,1.3888888888888888,12.0,3552.4166666666665,10171.284,12.12533187866211
14189,-16.0,1.3888888888888888,12.0,3552.4166666666665,10060.356,11.966430425643921
14190,-16.0,1.631578947368421,12.0,3548.1052631578946,10216.817,12.015343189239502
14191,-16.0,1.725,12.0,3565.725,10191.231,11.275631427764893
14192,-16.0,1.725,12.0,3565.725,10227.192,12.0883047580719
14193,-16.0,1.5,12.0,3562.809523809524,10194.427,12.149491310119629
14194,-16.0,1.5116279069767442,12.0,3569.8837209302324,10253.059,12.502976179122925
14195,-16.0,1.3863636363636365,12.0,3570.409090909091,10157.876,11.667410135269165
14196,-16.0,1.3863636363636365,12.0,3570.409090909091,10144.644,12.156534910202026
14197,-16.0,1.127659574468085,12.0,3547.6382978723404,10083.535,11.970277070999146
14198,-16.0,1.1666666666666667,12.0,3548.3541666666665,10024.704,11.594945669174194
14199,-16.0,1.1666666666666667,12.0,3548.3541666666665,10062.577,12.360555171966553
14200,-16.0,0.98,12.0,3535.0,10204.824,13.414987325668335
14201,-16.0,0.9423076923076923,12.0,3534.75,10266.942,12.016677379608154
14202,-16.0,0.9423076923076923,12.0,3534.75,10292.368,12.317489862442017
14203,-16.0,1.1320754716981132,12.0,3522.9056603773583,10237.264,11.587169408798218
14204,-16.0,1.2,12.0,3527.4,10289.147,13.003226518630981
14205,-16.0,1.3392857142857142,12.0,3521.4464285714284,10290.355,11.671204566955566
14206,-16.0,1.543859649122807,13.0,3509.59649122807,10285.219,12.158158540725708
14207,-16.0,1.6551724137931034,13.0,3506.362068965517,10255.435,11.637929677963257
14208,-16.0,1.5333333333333334,13.0,3514.116666666667,10403.866,13.0254225730896
14209,-16.0,1.6721311475409837,13.0,3506.754098360656,10443.186,12.73493504524231
14210,-16.0,1.6721311475409837,13.0,3506.754098360656,10315.97,12.117186307907104
14211,-16.0,1.4603174603174602,13.0,3511.6190476190477,10410.118,12.835610628128052
14212,-16.0,1.34375,13.0,3510.265625,10387.243,12.117499828338623
14213,-16.0,1.3692307692307693,13.0,3511.123076923077,10420.658,11.945557117462158
14214,-16.0,1.2424242424242424,13.0,3504.590909090909,10327.171,12.048302412033081
14215,-16.0,1.1791044776119404,13.0,3504.9850746268658,10380.251,12.237650632858276
14216,-16.0,0.9710144927536232,13.0,3500.246376811594,10405.103,12.335082769393921
14217,-16.0,0.9710144927536232,13.0,3500.246376811594,10598.754,13.606645345687866
14218,-16.0,1.0285714285714285,13.0,3503.442857142857,10489.228,11.956656694412231
14219,-16.0,1.0,13.0,3518.222222222222,10413.233,12.039530992507935
14220,-16.0,1.0273972602739727,13.0,3521.972602739726,10421.824,12.232026100158691
14221,-16.0,1.0273972602739727,13.0,3521.972602739726,10503.92,13.666237592697144
14222,-16.0,1.0,13.0,3531.2,10568.375,12.739313840866089
14223,-16.0,1.1168831168831168,13.0,3531.5194805194806,10633.946,12.60319709777832
14224,-16.0,1.1168831168831168,13.0,3531.5194805194806,10558.541,11.345743179321289
14225,-16.0,1.1168831168831168,13.0,3531.5194805194806,10472.769,11.335116863250732
14226,-16.0,0.9125,13.0,3541.8625,10361.507,11.2857985496521
14227,-16.0,0.8024691358024691,13.0,3532.5555555555557,10176.825,11.761065006256104
14228,-16.0,0.8024691358024691,13.0,3532.5555555555557,10127.395,11.43421459197998
14229,-16.0,0.8024691358024691,13.0,3532.5555555555557,10147.225,12.221500158309937
14230,-16.0,1.0119047619047619,13.0,3532.8690476190477,10094.69,11.810886859893799
14231,-16.0,0.9529411764705882,13.0,3538.3529411764707,9948.401,12.214152812957764
14232,-16.0,0.9529411764705882,13.0,3538.3529411764707,9894.557,12.180207967758179
14233,-16.0,0.9529411764705882,13.0,3538.3529411764707,9887.022,12.50348448753357
