n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
1150,-15.0,-9.58,-1.0,3115.52,8824.04,10.544056415557861
1151,-15.0,-9.6,-1.0,3115.79,8746.531,9.697598457336426
1152,-15.0,-9.61,-1.0,3114.09,8779.328,9.483028411865234
1153,-15.0,-9.58,-1.0,3118.06,8814.65,10.296876430511475
1154,-15.0,-9.58,-1.0,3118.06,8669.489,9.561659812927246
1155,-15.0,-9.58,-1.0,3117.39,8690.447,10.669761180877686
1156,-15.0,-9.58,-1.0,3117.39,8617.322,9.441871643066406
1157,-15.0,-9.56,-1.0,3120.4,8700.584,10.390222787857056
1158,-15.0,-9.52,-1.0,3130.03,8742.641,11.062724351882935
1159,-15.0,-9.52,-1.0,3130.03,8712.016,10.050946950912476
1160,-15.0,-9.47,-1.0,3135.38,8667.315,10.107513904571533
1161,-15.0,-9.52,-1.0,3135.29,8706.783,10.08382511138916
1162,-15.0,-9.5,-1.0,3135.59,8842.232,10.870935440063477
1163,-15.0,-9.5,-1.0,3135.59,8795.091,9.851195812225342
1164,-15.0,-9.41,-1.0,3143.64,8782.644,9.503718376159668
1165,-17.0,-9.48,-1.0,3140.64,8678.595,9.603655815124512
1166,-17.0,-9.48,-1.0,3140.64,8774.573,10.405184030532837
1167,-17.0,-9.45,-1.0,3138.85,8698.414,9.642322540283203
1168,-17.0,-9.45,-1.0,3138.85,8562.633,9.695107221603394
1169,-17.0,-9.45,-1.0,3135.78,8536.577,9.85506010055542
1170,-17.0,-9.4,-1.0,3140.23,8550.134,10.274867296218872
1171,-17.0,-9.4,-1.0,3139.05,8717.257,11.81861400604248
1172,-17.0,-9.4,-1.0,3139.05,8730.752,10.96991753578186
1173,-17.0,-9.4,-1.0,3139.05,8678.651,9.300691843032837
1174,-17.0,-9.34,-1.0,3135.04,8606.769,8.744588375091553
1175,-17.0,-9.33,-1.0,3131.04,8704.548,10.638410091400146
1176,-17.0,-9.24,-1.0,3138.42,8760.353,11.012075662612915
1177,-17.0,-9.14,-1.0,3153.74,8764.039,9.649242877960205
1178,-17.0,-9.13,-1.0,3152.12,8841.307,10.48031497001648
1179,-17.0,-9.14,-1.0,3150.34,8804.146,9.482951879501343
1180,-17.0,-9.28,-1.0,3141.68,8970.004,11.966911792755127
1181,-17.0,-9.24,-1.0,3147.33,8848.472,10.539931774139404
1182,-17.0,-9.29,-1.0,3139.48,8738.976,9.889078617095947
1183,-17.0,-9.27,-1.0,3142.66,8956.01,11.469280004501343
1184,-17.0,-9.27,-1.0,3142.66,9086.476,10.054136276245117
1185,-17.0,-9.24,-1.0,3146.52,9044.197,10.166390419006348
1186,-17.0,-9.28,-1.0,3143.65,9013.86,10.678472518920898
1187,-17.0,-9.37,-4.0,3133.58,9031.686,9.831610441207886
1188,-17.0,-9.39,-4.0,3130.14,9124.912,11.4269540309906
1189,-17.0,-9.46,-4.0,3125.39,9086.653,9.06821060180664
1190,-17.0,-9.46,-4.0,3125.39,8907.228,10.093989610671997
1191,-17.0,-9.47,-4.0,3118.88,8883.615,10.272631883621216
1192,-17.0,-9.37,-4.0,3126.79,9075.55,11.801288843154907
1193,-17.0,-9.37,-4.0,3126.79,8893.36,9.6692476272583
1194,-17.0,-9.38,-4.0,3125.87,9008.667,11.207908868789673
1195,-17.0,-9.36,-4.0,3125.91,8994.187,10.043862342834473
1196,-17.0,-9.36,-4.0,3125.91,9000.218,10.740670442581177
1197,-17.0,-9.42,-4.0,3116.84,9166.288,11.540416240692139
1198,-17.0,-9.43,-4.0,3116.5,8879.626,8.509590148925781
1199,-17.0,-9.43,-4.0,3116.5,8918.882,9.446497201919556
1200,-17.0,-9.44,-4.0,3105.36,8974.857,10.727007150650024
1201,-17.0,-9.44,-4.0,3105.36,9015.714,10.761473178863525
1202,-17.0,-9.44,-4.0,3105.36,8787.88,9.527689695358276
1203,-17.0,-9.46,-4.0,3100.3,8995.85,11.758089065551758
1204,-17.0,-9.52,-4.0,3094.38,8882.902,10.054877281188965
1205,-17.0,-9.52,-4.0,3094.38,8838.681,9.610509395599365
1206,-17.0,-9.52,-4.0,3095.54,8852.13,10.853131771087646
1207,-17.0,-9.55,-4.0,3088.34,8778.009,10.74834156036377
1208,-17.0,-9.55,-4.0,3088.34,9025.762,10.99460744857788
1209,-17.0,-9.58,-4.0,3085.89,9256.02,11.7829749584198
1210,-17.0,-9.55,-4.0,3089.92,9226.133,10.394775152206421
1211,-17.0,-9.55,-4.0,3089.92,9238.289,10.818380117416382
1212,-17.0,-9.58,-4.0,3086.43,9377.41,10.88698673248291
1213,-17.0,-9.63,-4.0,3084.9,9230.419,10.282979011535645
1214,-17.0,-9.63,-4.0,3084.9,9296.74,10.713370561599731
1215,-17.0,-9.67,-4.0,3078.73,9247.2,9.051573514938354
1216,-17.0,-9.67,-5.0,3083.21,9066.876,9.09721064567566
1217,-17.0,-9.67,-5.0,3083.21,9083.754,10.951304912567139
1218,-17.0,-9.61,-5.0,3084.45,9014.441,10.290530681610107
1219,-17.0,-9.63,-5.0,3080.46,8897.659,10.626155614852905
1220,-17.0,-9.64,-5.0,3079.23,8827.897,9.716292142868042
1221,-17.0,-9.55,-5.0,3086.74,8606.259,8.62332534790039
1222,-17.0,-9.54,-5.0,3087.38,8544.312,10.320688486099243
1223,-17.0,-9.49,-4.0,3091.11,8577.858,10.60326337814331
1224,-17.0,-9.48,-4.0,3092.24,8422.364,9.148319721221924
1225,-17.0,-9.48,-4.0,3092.24,8553.313,10.350847721099854
1226,-17.0,-9.46,-4.0,3094.68,8717.261,10.746241569519043
1227,-17.0,-9.47,-4.0,3091.68,8655.531,10.319307088851929
1228,-17.0,-9.47,-4.0,3091.68,8682.61,10.571108341217041
1229,-17.0,-9.42,-4.0,3099.66,8647.877,10.269284963607788
1230,-17.0,-9.42,-4.0,3099.66,8668.162,9.897329092025757
1231,-17.0,-9.45,-4.0,3097.37,8792.003,9.83808445930481
1232,-17.0,-9.45,-4.0,3099.41,8689.09,9.252346992492676
1233,-17.0,-9.44,-4.0,3102.62,8732.092,11.040733098983765
1234,-17.0,-9.42,-4.0,3105.07,8809.303,9.939266920089722
1235,-17.0,-9.45,-4.0,3104.12,8928.776,11.602312564849854
1236,-17.0,-9.41,-4.0,3104.44,8826.46,9.681896924972534
1237,-17.0,-9.44,-4.0,3098.16,8799.34,10.005656719207764
1238,-17.0,-9.44,-4.0,3098.16,8755.25,10.136512756347656
1239,-17.0,-9.43,-4.0,3102.11,8727.602,9.98769235610962
1240,-17.0,-9.41,-4.0,3105.99,8765.011,10.267931938171387
1241,-17.0,-9.46,-4.0,3102.75,8670.488,8.905565023422241
1242,-17.0,-9.49,-4.0,3105.45,8929.103,11.839239358901978
1243,-17.0,-9.49,-4.0,3105.45,8781.079,9.549964904785156
1244,-15.0,-9.33,-3.0,3119.52,8908.412,11.22230339050293
1245,-15.0,-9.34,-3.0,3119.89,8730.38,9.828323364257812
1246,-15.0,-9.27,-3.0,3131.11,8869.837,11.066262483596802
1247,-15.0,-9.27,-3.0,3132.37,8856.569,9.875126600265503
1248,-15.0,-9.27,-3.0,3132.37,8919.009,10.768095016479492
1249,-15.0,-9.29,-3.0,3129.9,9024.323,11.036984920501709
1250,-15.0,-9.31,-3.0,3132.51,8996.831,10.025310754776001
1251,-15.0,-9.31,-3.0,3132.51,8978.211,8.755978345870972
1252,-15.0,-9.39,-3.0,3131.96,8695.33,9.095394372940063
1253,-15.0,-9.39,-3.0,3131.96,8713.507,9.738940238952637
1254,-15.0,-9.43,-3.0,3126.88,8591.746,10.02189826965332
1255,-15.0,-9.5,-3.0,3117.14,8632.997,10.208283185958862
1256,-15.0,-9.41,-3.0,3124.93,8602.166,10.778496980667114
1257,-15.0,-9.36,-3.0,3130.29,8709.268,10.945838212966919
1258,-15.0,-9.31,-3.0,3132.06,8496.51,8.664467573165894
1259,-15.0,-9.26,-3.0,3137.59,8232.276,8.434969902038574
1260,-15.0,-9.2,-3.0,3147.46,8256.247,10.19106936454773
1261,-15.0,-9.22,-3.0,3145.05,8451.722,10.693464994430542
1262,-15.0,-9.16,-3.0,3149.18,8583.091,10.355870485305786
1263,-15.0,-9.23,-3.0,3142.59,8549.342,9.376052618026733
1264,-15.0,-9.24,-3.0,3141.1,8733.597,11.796701192855835
1265,-15.0,-9.24,-3.0,3137.57,8698.768,9.872775793075562
1266,-15.0,-9.24,-3.0,3137.57,8619.437,9.94165563583374
1267,-15.0,-9.12,-3.0,3153.1,8518.42,9.998092651367188
1268,-15.0,-9.02,-3.0,3160.99,8838.632,11.840038776397705
1269,-15.0,-9.02,-3.0,3160.99,9105.602,11.06289267539978
1270,-15.0,-9.05,-3.0,3162.47,9204.459,11.206460237503052
1271,-15.0,-9.08,-3.0,3161.6,9137.255,10.028228998184204
1272,-15.0,-9.11,-3.0,3162.71,9168.748,10.638425588607788
1273,-15.0,-9.17,-3.0,3157.11,9251.556,10.234357118606567
1274,-15.0,-9.22,-3.0,3150.67,9095.374,10.289273977279663
1275,-15.0,-9.22,-3.0,3150.67,9316.241,12.077231168746948
1276,-15.0,-9.21,-3.0,3151.63,9432.091,11.152930498123169
1277,-15.0,-9.25,-3.0,3146.57,9387.064,9.507382154464722
1278,-15.0,-9.25,-3.0,3146.57,9158.607,9.572883129119873
1279,-15.0,-9.13,-3.0,3165.11,9044.695,9.917019605636597
1280,-15.0,-9.11,-3.0,3172.62,9003.101,10.836646556854248
1281,-15.0,-9.11,-3.0,3172.62,9121.419,11.137211799621582
1282,-15.0,-9.13,-3.0,3173.04,9101.07,10.39216661453247
1283,-15.0,-9.11,-3.0,3176.32,9110.039,10.315819025039673
1284,-15.0,-9.11,-3.0,3176.32,9087.58,10.099853038787842
1285,-15.0,-9.09,-3.0,3179.7,8952.808,10.735957145690918
1286,-15.0,-9.1,-3.0,3179.39,8831.49,9.871794939041138
1287,-15.0,-9.1,-3.0,3179.39,8838.941,9.546277046203613
1288,-15.0,-9.13,-3.0,3172.21,8842.774,9.597119808197021
1289,-15.0,-9.13,-3.0,3172.21,8880.272,10.32934308052063
1290,-15.0,-9.11,-3.0,3172.56,8775.423,9.757947206497192
1291,-15.0,-9.13,-3.0,3169.56,8662.747,10.070852518081665
1292,-15.0,-9.08,-3.0,3169.93,8627.636,10.087857007980347
1293,-15.0,-9.0,-3.0,3178.65,8733.168,11.40217900276184
1294,-15.0,-8.98,-3.0,3183.29,8727.868,9.991128921508789
1295,-15.0,-8.93,-3.0,3185.58,8711.75,10.58825421333313
1296,-15.0,-9.0,-3.0,3177.37,8700.98,9.843238592147827
1297,-15.0,-9.03,-3.0,3176.16,8667.754,9.293664932250977
1298,-15.0,-8.99,-3.0,3182.52,8732.927,10.26514458656311
1299,-15.0,-9.01,-3.0,3178.94,8685.588,9.828391075134277
1300,-15.0,-9.01,-3.0,3178.94,8724.331,10.129371643066406
1301,-15.0,-9.1,-3.0,3173.54,8814.61,10.999639987945557
1302,-15.0,-9.12,-3.0,3168.98,8882.966,10.738403081893921
1303,-15.0,-9.12,-3.0,3168.98,8778.818,10.325253963470459
1304,-15.0,-9.17,-3.0,3165.74,8785.593,10.051282167434692
1305,-15.0,-9.12,-3.0,3167.58,8692.161,9.64352011680603
1306,-15.0,-9.12,-3.0,3167.58,8731.448,10.213046789169312
1307,-15.0,-9.05,-3.0,3169.16,8878.685,10.729759693145752
1308,-15.0,-9.0,-3.0,3178.4,8832.414,9.820770263671875
1309,-15.0,-9.0,-3.0,3178.4,8968.502,11.216300249099731
1310,-15.0,-9.06,-3.0,3169.31,8837.582,8.862756490707397
1311,-15.0,-9.13,-3.0,3165.62,8856.458,11.175899267196655
1312,-15.0,-9.16,-3.0,3164.24,8814.018,10.328829288482666
1313,-15.0,-9.14,-3.0,3167.64,8772.481,9.923543214797974
1314,-15.0,-9.19,-3.0,3159.38,8773.07,10.074954509735107
1315,-15.0,-9.19,-3.0,3159.38,8762.51,9.549140214920044
1316,-15.0,-9.24,-3.0,3155.63,8794.558,10.55312728881836
1317,-15.0,-9.22,-3.0,3160.53,8725.168,10.046512126922607
1318,-15.0,-9.2,-3.0,3161.26,8727.962,9.833476305007935
1319,-15.0,-9.19,-3.0,3162.24,8554.411,9.466699838638306
1320,-14.0,-9.13,-3.0,3164.73,8768.159,10.9671630859375
1321,-14.0,-9.06,-3.0,3173.71,8661.642,10.086243629455566
1322,-14.0,-9.14,-3.0,3167.46,8536.448,9.166340589523315
1323,-14.0,-9.22,-3.0,3161.46,8671.103,11.27163028717041
1324,-14.0,-9.22,-3.0,3161.46,8922.806,12.586971282958984
1325,-14.0,-9.26,-3.0,3160.27,9003.165,10.342747688293457
1326,-14.0,-9.33,-3.0,3154.5,8955.97,10.044320583343506
1327,-14.0,-9.39,-3.0,3152.21,8983.6,10.269008159637451
1328,-14.0,-9.34,-3.0,3156.75,8957.456,9.569703340530396
1329,-15.0,-9.39,-3.0,3152.26,9074.554,10.627978801727295
1330,-15.0,-9.35,-3.0,3156.27,9058.953,10.797359466552734
1331,-15.0,-9.37,-3.0,3154.86,8966.652,9.224371194839478
1332,-15.0,-9.28,-3.0,3167.73,9144.407,10.921555995941162
1333,-15.0,-9.28,-3.0,3167.73,8987.367,9.706272602081299
1334,-15.0,-9.31,-3.0,3163.9,8792.438,10.625621795654297
1335,-15.0,-9.54,-3.0,3143.66,8621.784,8.670542240142822
1336,-15.0,-9.54,-3.0,3143.66,8626.751,10.167251825332642
1337,-15.0,-9.49,-3.0,3148.15,8627.966,10.41596269607544
1338,-15.0,-9.54,-3.0,3142.74,8652.3,9.851883172988892
1339,-15.0,-9.54,-3.0,3142.74,8565.566,9.758216857910156
1340,-15.0,-9.52,-3.0,3143.54,8445.874,9.611158847808838
1341,-15.0,-9.56,-3.0,3140.51,8697.772,11.707563638687134
1342,-15.0,-9.56,-3.0,3140.51,8709.45,10.987952709197998
1343,-15.0,-9.56,-3.0,3144.31,8784.111,10.431403875350952
1344,-15.0,-9.68,-3.0,3131.72,8735.392,10.177536010742188
1345,-15.0,-9.68,-3.0,3131.72,8837.295,9.628754377365112
1346,-15.0,-9.68,-3.0,3131.72,8717.852,8.92180848121643
1347,-15.0,-9.67,-3.0,3128.3,8782.876,10.96979570388794
1348,-15.0,-9.64,-3.0,3132.75,8903.193,10.98318362236023
1349,-15.0,-9.58,-3.0,3135.63,8821.73,8.936535596847534
1350,-15.0,-9.58,-3.0,3135.63,8870.964,10.153820991516113
1351,-15.0,-9.58,-3.0,3141.43,8766.649,10.685451745986938
1352,-15.0,-9.6,-3.0,3140.07,8633.158,9.683828592300415
1353,-17.0,-9.64,-3.0,3136.56,8660.612,10.724620580673218
1354,-17.0,-9.61,-3.0,3138.05,8654.984,10.115732669830322
1355,-17.0,-9.59,-3.0,3137.31,8477.038,7.856727123260498
1356,-17.0,-9.7,-3.0,3123.17,8639.369,10.571373224258423
1357,-17.0,-9.7,-3.0,3118.94,8505.764,9.634716272354126
1358,-17.0,-9.73,-3.0,3116.02,8260.031,8.524414539337158
1359,-17.0,-9.69,-3.0,3116.47,8488.398,11.228895425796509
1360,-17.0,-9.69,-3.0,3117.96,8527.094,10.450732469558716
1361,-17.0,-9.67,-3.0,3118.54,8453.219,9.908160209655762
1362,-17.0,-9.72,-3.0,3118.6,8433.355,9.437331199645996
1363,-17.0,-9.7,-3.0,3123.19,8310.079,9.472941160202026
1364,-17.0,-9.76,-3.0,3117.54,8260.603,9.61081600189209
1365,-17.0,-9.72,-3.0,3124.73,8619.244,11.482863903045654
1366,-17.0,-9.79,-3.0,3117.47,8697.236,11.275342226028442
1367,-17.0,-9.79,-3.0,3116.23,8835.367,11.023226499557495
1368,-17.0,-9.79,-3.0,3116.23,8885.461,9.020402669906616
1369,-17.0,-9.79,-3.0,3120.56,8854.814,10.921823024749756
1370,-17.0,-9.85,-3.0,3114.93,8801.486,9.962966680526733
1371,-17.0,-9.85,-3.0,3114.93,8847.475,10.420867443084717
1372,-17.0,-9.85,-3.0,3114.77,8841.431,9.410791158676147
1373,-17.0,-9.85,-3.0,3114.5,9007.115,11.171411037445068
1374,-17.0,-9.8,-3.0,3119.32,9247.395,12.027277946472168
1375,-17.0,-9.81,-3.0,3115.5,9301.263,12.045838117599487
1376,-17.0,-9.8,-3.0,3119.99,9181.583,10.131591796875
1377,-17.0,-9.78,-3.0,3125.77,9212.053,11.29082179069519
1378,-17.0,-9.8,-3.0,3125.83,9280.923,9.726091623306274
1379,-17.0,-9.87,-3.0,3125.18,9375.397,11.922882795333862
1380,-17.0,-9.84,-3.0,3128.08,9443.332,10.638681173324585
1381,-17.0,-9.86,-3.0,3125.49,9500.579,10.921691656112671
1382,-17.0,-9.78,-3.0,3134.71,9596.465,10.36931300163269
1383,-17.0,-9.81,-3.0,3131.34,9651.856,11.709536075592041
1384,-17.0,-9.85,-3.0,3131.47,9504.549,10.532534122467041
1385,-17.0,-9.87,-3.0,3128.62,9444.594,11.385135412216187
1386,-17.0,-10.0,-3.0,3112.92,9470.861,10.399184465408325
1387,-17.0,-9.96,-3.0,3119.13,9395.552,10.583254337310791
1388,-17.0,-9.94,-3.0,3120.18,9668.823,12.479831457138062
1389,-17.0,-9.81,-3.0,3125.38,9467.817,9.851947784423828
1390,-17.0,-9.73,-3.0,3132.33,9505.915,10.993338584899902
1391,-17.0,-9.75,-3.0,3131.07,9416.141,10.036172866821289
1392,-17.0,-9.77,-3.0,3131.19,9444.014,10.64172911643982
1393,-17.0,-9.74,-3.0,3133.1,9365.922,10.893078088760376
1394,-17.0,-9.71,-3.0,3135.36,9383.402,10.725131273269653
1395,-17.0,-9.78,-3.0,3126.95,9323.068,10.85730528831482
1396,-17.0,-9.83,-3.0,3121.5,9376.081,10.921672582626343
1397,-17.0,-9.85,-3.0,3121.42,9249.775,9.350188255310059
1398,-17.0,-9.88,-3.0,3117.27,9111.083,11.064340829849243
1399,-17.0,-9.9,-3.0,3115.18,9065.5,9.413772583007812
1400,-17.0,-9.91,-3.0,3114.48,8962.128,9.987353563308716
1401,-17.0,-9.91,-3.0,3114.48,9126.365,11.702160120010376
1402,-17.0,-9.83,-3.0,3118.63,8996.61,9.3441002368927
1403,-17.0,-9.81,-3.0,3115.34,8945.777,10.357511758804321
1404,-17.0,-9.81,-3.0,3115.34,8904.806,10.268498182296753
1405,-17.0,-9.69,-3.0,3128.57,8892.413,10.629380702972412
1406,-17.0,-9.71,-3.0,3129.49,8823.413,10.238286972045898
1407,-17.0,-9.64,-3.0,3135.0,8843.878,9.488863945007324
1408,-17.0,-9.6,-3.0,3138.8,8949.921,12.180562973022461
1409,-17.0,-9.65,-3.0,3131.42,9016.117,10.078832864761353
1410,-17.0,-9.65,-3.0,3131.42,8846.801,8.311003923416138
1411,-17.0,-9.62,-3.0,3134.76,8797.758,11.209305047988892
1412,-17.0,-9.5,-3.0,3144.62,8892.824,10.284921169281006
1413,-17.0,-9.5,-3.0,3144.86,8920.177,10.690478086471558
1414,-17.0,-9.43,-3.0,3148.46,8885.495,9.971459150314331
1415,-17.0,-9.48,-3.0,3144.31,8827.988,10.073306560516357
1416,-17.0,-9.5,-3.0,3142.84,8951.059,11.436795711517334
1417,-17.0,-9.56,-3.0,3136.97,9088.069,10.934406995773315
1418,-17.0,-9.56,-3.0,3139.05,8896.476,10.232659339904785
1419,-17.0,-9.49,-3.0,3144.13,9065.31,11.744148969650269
1420,-17.0,-9.51,-3.0,3139.81,9242.493,10.069164752960205
1421,-17.0,-9.51,-3.0,3139.81,9219.13,10.929397821426392
1422,-17.0,-9.47,-3.0,3145.6,9048.439,8.596040964126587
1423,-17.0,-9.46,-3.0,3151.64,9153.92,11.738887548446655
1424,-17.0,-9.46,-3.0,3151.64,9427.286,12.73949909210205
1425,-17.0,-9.54,-3.0,3147.71,9544.879,11.325023889541626
1426,-17.0,-9.54,-3.0,3147.71,9415.284,10.168193578720093
1427,-17.0,-9.55,-3.0,3146.53,9399.177,10.686476230621338
1428,-17.0,-9.53,-3.0,3147.56,9425.25,10.45805287361145
1429,-17.0,-9.51,-3.0,3144.77,9332.071,10.797369718551636
1430,-17.0,-9.46,-3.0,3150.67,9369.187,10.450276374816895
1431,-17.0,-9.34,-3.0,3164.33,9272.747,10.01186490058899
1432,-15.0,-9.23,-3.0,3173.22,9460.474,10.520040512084961
1433,-15.0,-9.23,-3.0,3173.22,9357.809,10.68286919593811
1434,-15.0,-9.25,-3.0,3176.26,9062.19,9.744424819946289
1435,-15.0,-9.19,-3.0,3178.21,9062.608,11.330814361572266
1436,-15.0,-9.19,-3.0,3178.21,9054.426,10.052385091781616
1437,-15.0,-9.15,-3.0,3178.43,8914.461,9.325997352600098
1438,-15.0,-9.13,-3.0,3182.82,8964.744,10.928656816482544
1439,-15.0,-9.13,-3.0,3182.82,8784.637,9.072741508483887
1440,-15.0,-9.25,-3.0,3168.39,8847.718,11.087714433670044
1441,-15.0,-9.25,-3.0,3168.39,8771.349,9.201081275939941
1442,-15.0,-9.25,-3.0,3168.39,8681.206,9.525394439697266
1443,-15.0,-9.22,-3.0,3168.75,8816.092,12.052985191345215
1444,-15.0,-9.15,-3.0,3171.65,8865.895,10.183704376220703
1445,-15.0,-9.15,-3.0,3171.65,8744.493,10.087300300598145
1446,-15.0,-9.09,-3.0,3175.67,8835.612,11.020866394042969
1447,-15.0,-9.06,-3.0,3175.08,8860.164,9.576237440109253
1448,-15.0,-9.06,-3.0,3175.08,8756.989,9.977152585983276
1449,-15.0,-9.12,-3.0,3164.22,8800.642,9.458988666534424
1450,-15.0,-9.1,-3.0,3164.73,8668.553,9.747278690338135
1451,-15.0,-9.1,-3.0,3164.73,8763.335,10.186655759811401
1452,-15.0,-9.17,-3.0,3160.08,8881.71,10.726586818695068
1453,-15.0,-9.13,-3.0,3169.51,8597.041,9.232568502426147
1454,-15.0,-9.13,-3.0,3169.51,8704.609,11.321027278900146
1455,-15.0,-9.11,-3.0,3167.13,8797.241,10.988601207733154
1456,-15.0,-9.05,-3.0,3163.21,8619.482,9.246752262115479
1457,-15.0,-9.05,-3.0,3163.21,8516.668,8.527080297470093
1458,-15.0,-9.06,-3.0,3162.36,8638.455,11.165680170059204
1459,-15.0,-9.08,-3.0,3161.42,8710.732,10.183587074279785
1460,-15.0,-9.1,-3.0,3159.22,8819.456,10.875483751296997
1461,-15.0,-9.18,-3.0,3151.25,8954.133,11.538155555725098
1462,-15.0,-9.15,-3.0,3152.52,8808.645,9.25241756439209
1463,-15.0,-9.18,-3.0,3154.2,8713.935,8.243796586990356
1464,-15.0,-9.18,-3.0,3154.2,8609.935,10.278137683868408
1465,-15.0,-9.11,-3.0,3162.24,8672.806,11.630876779556274
1466,-15.0,-9.09,-3.0,3166.42,8750.374,10.029225826263428
1467,-15.0,-9.09,-3.0,3166.42,8859.13,9.664480209350586
1468,-15.0,-9.13,-3.0,3163.47,8788.816,10.463386535644531
1469,-15.0,-9.17,-3.0,3165.05,8884.557,11.182811737060547
1470,-15.0,-9.16,-3.0,3165.76,8730.775,9.311590671539307
1471,-15.0,-9.08,-3.0,3173.96,8485.524,9.115771055221558
1472,-15.0,-9.11,-3.0,3171.12,8535.055,9.781881093978882
1473,-15.0,-9.09,-3.0,3175.75,8766.403,10.59355902671814
1474,-15.0,-9.09,-3.0,3175.75,8779.683,10.387943267822266
1475,-15.0,-8.99,-3.0,3180.83,8643.307,10.25017237663269
1476,-15.0,-8.96,-3.0,3185.07,8700.588,10.569774866104126
1477,-15.0,-8.96,-3.0,3185.07,8884.22,11.465198993682861
1478,-15.0,-8.97,-3.0,3185.9,9121.307,12.840658187866211
1479,-15.0,-8.95,-3.0,3185.06,9129.211,11.223378419876099
1480,-15.0,-8.99,-3.0,3180.55,9364.835,11.652820825576782
1481,-15.0,-8.99,-3.0,3180.55,9458.391,10.014036178588867
1482,-15.0,-8.96,-3.0,3188.41,9581.668,11.016993761062622
1483,-15.0,-8.96,-3.0,3188.41,9609.893,10.860985040664673
1484,-15.0,-9.01,-3.0,3178.17,9578.172,10.066781759262085
1485,-15.0,-9.03,-3.0,3178.64,9463.785,9.11254620552063
1486,-15.0,-9.03,-3.0,3178.64,9406.026,9.959315061569214
1487,-15.0,-9.01,-3.0,3182.36,9139.686,8.783833742141724
1488,-15.0,-9.1,-3.0,3174.79,8996.175,11.424989223480225
1489,-15.0,-9.14,-3.0,3172.16,8796.209,9.218593120574951
1490,-15.0,-9.18,-3.0,3166.35,8651.115,10.21118712425232
1491,-15.0,-9.19,-3.0,3165.55,8654.501,10.046879053115845
1492,-15.0,-9.14,-3.0,3171.17,8668.886,11.122581243515015
1493,-15.0,-9.2,-3.0,3166.68,8535.668,9.505213022232056
1494,-15.0,-9.16,-3.0,3167.64,8463.742,9.340222835540771
1495,-15.0,-9.18,-3.0,3167.1,8658.243,11.071350812911987
1496,-15.0,-9.14,-3.0,3169.72,8691.946,10.33704161643982
1497,-15.0,-9.17,-3.0,3166.09,8917.401,11.047547340393066
1498,-15.0,-9.27,-3.0,3160.79,8794.3,10.157521486282349
1499,-15.0,-9.15,-3.0,3170.71,8958.393,10.88609004020691
1500,-15.0,-9.13,-3.0,3174.19,8929.376,9.904850721359253
1501,-15.0,-9.19,-3.0,3169.05,8921.565,9.973479986190796
1502,-15.0,-9.19,-3.0,3164.83,8895.382,10.928539514541626
1503,-15.0,-9.19,-3.0,3162.19,9047.454,11.068278551101685
1504,-15.0,-9.17,-3.0,3159.73,9177.221,10.6379075050354
1505,-15.0,-9.17,-3.0,3159.73,9062.42,9.91391134262085
1506,-15.0,-9.12,-3.0,3166.02,9008.204,9.749950647354126
1507,-15.0,-9.08,-3.0,3166.28,8885.742,9.844996452331543
1508,-15.0,-9.07,-3.0,3168.0,9071.154,12.029130697250366
1509,-15.0,-9.16,-3.0,3163.42,9049.425,10.610785245895386
1510,-15.0,-9.2,-3.0,3156.87,9067.687,10.0839684009552
1511,-15.0,-9.28,-3.0,3155.4,9156.886,10.85935926437378
1512,-15.0,-9.2,-3.0,3158.06,8990.19,9.278583526611328
1513,-15.0,-9.16,-3.0,3164.17,8921.853,10.400919675827026
1514,-15.0,-9.18,-3.0,3163.85,8933.428,10.75401759147644
1515,-15.0,-9.18,-3.0,3163.85,8906.754,9.666660785675049
1516,-15.0,-9.26,-3.0,3160.8,8972.763,10.469244241714478
1517,-15.0,-9.26,-3.0,3160.8,9036.378,10.44883418083191
1518,-15.0,-9.19,-3.0,3165.07,8943.614,11.145974397659302
1519,-15.0,-9.13,-3.0,3170.98,8900.537,10.249897480010986
1520,-15.0,-9.13,-3.0,3170.98,8832.774,9.405098676681519
1521,-15.0,-9.11,-3.0,3175.48,8727.688,9.834874153137207
1522,-15.0,-9.11,-3.0,3176.2,8947.35,11.370202541351318
1523,-15.0,-9.11,-3.0,3176.2,8946.851,10.320262670516968
1524,-15.0,-9.11,-3.0,3178.57,8962.68,10.982633352279663
1525,-15.0,-9.16,-3.0,3176.05,8970.56,9.720557451248169
1526,-15.0,-9.13,-3.0,3178.68,8995.331,10.659294366836548
1527,-15.0,-9.12,-3.0,3180.17,9010.695,10.629709243774414
1528,-15.0,-9.12,-3.0,3184.06,8790.011,8.89193344116211
1529,-15.0,-9.1,-3.0,3189.07,8806.238,10.38157868385315
1530,-15.0,-9.11,-3.0,3189.4,8708.003,8.445662021636963
1531,-15.0,-9.09,-3.0,3193.61,8654.232,9.301356792449951
1532,-15.0,-9.11,-3.0,3190.84,8432.964,9.205013036727905
1533,-15.0,-9.12,-3.0,3188.09,8436.442,10.388369798660278
1534,-15.0,-9.2,-3.0,3181.51,8425.115,10.828531265258789
1535,-15.0,-9.23,-3.0,3183.03,8467.201,10.178164720535278
1536,-15.0,-9.22,-3.0,3183.18,8362.521,9.6707022190094
