Num iters,Rwd avg
1,-21.0
51,-19.832
101,-17.276
151,-15.244
201,-13.808
251,-12.076
301,-11.372
351,-11.368
401,-11.068
451,-11.236
501,-11.06
551,-10.904
601,-10.612
651,-10.568
701,-10.48
751,-10.236
801,-10.104
851,-9.872
901,-9.572
951,-9.516
1001,-9.236
1051,-9.132
1101,-9.328
1151,-8.672
1201,-8.268
1251,-8.48
1301,-8.208
1351,-8.388
1401,-8.452
1451,-8.144
1501,-7.96
1551,-8.28
1601,-8.112
1651,-8.096
1701,-8.448
1751,-8.08
1801,-8.36
1851,-8.9
1901,-8.4
1951,-8.392
2001,-8.264
2051,-7.26
2101,-7.992
2151,-7.616
2201,-7.628
2251,-7.864
2301,-8.38
2351,-7.76
2401,-7.52
2451,-7.396
2501,-7.396
2551,-7.556
2601,-7.196
2651,-6.908
2701,-7.068
2751,-7.216
2801,-7.38
2851,-7.204
2901,-7.936
2951,-7.128
3001,-7.052
3051,-6.724
3101,-6.932
3151,-6.896
3201,-7.38
3251,-6.792
3301,-7.536
3351,-7.376
3401,-6.776
3451,-7.464
3501,-6.42
3551,-6.812
3601,-7.588
3651,-6.304
3701,-6.58
3751,-6.996
3801,-7.224
3851,-7.312
3901,-6.476
3951,-7.212
4001,-7.428
4051,-7.164
4101,-6.664
4151,-6.74
4201,-6.568
4251,-7.56
4301,-6.892
4351,-6.848
4401,-6.684
4451,-7.008
4501,-6.352
4551,-7.064
4601,-7.368
4651,-6.74
4701,-7.064
4751,-6.224
4801,-8.008
4851,-5.428
4901,-7.812
4951,-7.996
5051,-7.956
5151,-8.812
5201,-7.38
5251,-7.21
5301,-8.67
5351,-5.908
5401,-7.064
5451,-5.2
5501,-7.064
5551,-7.76
5601,-8.053
5651,-7.547
5701,-8.423
5751,-7.654
5801,-8.78
5851,-7.34
5901,-7.045
5952,-6.26
6002,-8.38
6052,-6.84
6102,-6.16
6152,-7.42
6202,-6.04
6252,-7.06
6302,-6.94
6352,-6.66
6402,-8.5
6452,-7.22
6502,-6.68
6552,-6.68
6602,-6.64
6652,-6.72
6702,-8.22
6752,-8.38
6802,-5.9
6852,-6.26
6902,-7.06
6952,-6.78
7002,-6.6
7052,-6.48
7102,-6.86
7152,-6.24
7202,-7.82
7252,-6.76
7302,-6.4
7352,-6.28
7402,-6.02
7452,-6.06
7502,-6.38
7552,-6.78
7602,-6.88
7652,-5.5
7702,-6.92
7752,-7.3
7802,-7.3
7852,-7.28
7902,-6.14
7952,-7.58
8002,-6.38
8052,-7.16
8102,-6.12
8152,-7.5
8202,-6.54
8252,-6.44
8302,-5.74
8352,-6.44
8402,-5.82
8452,-5.72
8502,-5.76
8552,-6.66
8602,-6.96
8652,-7.5
8702,-5.76
8752,-7.16
8802,-5.6
8852,-4.92
8902,-5.56
8952,-6.36
9002,-6.46
9052,-5.76
9102,-5.18
9152,-6.46
9202,-5.22
9252,-7.1
9302,-6.74
9352,-6.94
9402,-6.32
9452,-5.06
9502,-6.72
9552,-6.26
9602,-6.56
9652,-6.8
9702,-7.02
9752,-5.52
9802,-5.68
9852,-5.8
9902,-6.16
9952,-4.96
10002,-5.66
10052,-6.4
10102,-6.94
10152,-5.86
10202,-6.82
10252,-5.9
10302,-6.04
10352,-6.44
10402,-6.24
10452,-5.8
10502,-6.2
10552,-6.22
10602,-5.16
10652,-7.24
10702,-6.64
10752,-6.6
10802,-7.14
10852,-7.38
10902,-6.48
10952,-5.54
11002,-6.94
11052,-6.24
11102,-5.14
11152,-5.9
11202,-6.36
11252,-5.8
11302,-5.4
11352,-5.8
11402,-5.68
11452,-5.9
11502,-5.62
11552,-6.42
11602,-6.18
11652,-7.38
11702,-5.9
11752,-6.2
11802,-5.62
11852,-6.62
11902,-5.72
11952,-7.08
12002,-5.66
12052,-6.08
12102,-5.98
12152,-6.36
12202,-5.56
12252,-5.54
12302,-5.4
12352,-6.14
12402,-5.78
12452,-4.98
12502,-6.86
12552,-6.84
12602,-6.36
12652,-6.42
12702,-6.12
12752,-5.84
12802,-6.48
12852,-4.78
12902,-6.26
12952,-6.58
13002,-6.12
13052,-5.96
13102,-5.94
13152,-6.56
13202,-6.44
13252,-6.86
13302,-6.24
13352,-5.3
13402,-5.32
13452,-6.6
13502,-5.74
13552,-6.22
13602,-5.68
13652,-5.12
13702,-5.92
13752,-5.26
13802,-5.62
13852,-5.64
13902,-6.08
13952,-5.2
14002,-5.2
14052,-5.98
14102,-5.22
14152,-5.18
