Batch,Mean time cpu 32b 4 threads
50,4.344258016269458
70,5.931783222446316
90,7.627511642089016
110,9.17290214841303
130,12.035002123172346
150,12.684240275503774
170,14.732181315163249
190,16.17046053472318
210,17.411557467360247
230,19.358411529346515
250,21.01240838926874
270,22.856083134875487
290,24.26448925153205
