Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.002685546875, 0.01806640625, 0.01806640625, 0.0361328125]","[0.0, 0.0, 0.0, 0.0]",4.782745614647865
42,272498688,"[0.002685546875, 0.024658203125, 0.024658203125, 0.04931640625]","[0.0, 0.0, 0.0, 0.0]",6.340803112834692
52,414056448,"[0.002685546875, 0.029052734375, 0.029052734375, 0.05810546875]","[0.0, 0.0, 0.0, 0.0]",7.463476154953241
62,585105408,"[0.002685546875, 0.03564453125, 0.03564453125, 0.0712890625]","[0.0, 0.0, 0.0, 0.0]",9.004185674712062
72,785645568,"[0.00537109375, 0.080078125, 0.080078125, 0.16015625]","[0.0, 0.0, 0.0, 0.0]",10.795183712616563
82,1015676928,"[0.00537109375, 0.09326171875, 0.09326171875, 0.1865234375]","[0.0, 0.0, 0.0, 0.0]",12.903824215754867
92,1275199488,"[0.00537109375, 0.10205078125, 0.10205078125, 0.2041015625]","[0.0, 0.0, 0.0, 0.0]",14.666130533441901
102,1564213248,"[0.00537109375, 0.115234375, 0.115234375, 0.23046875]","[0.0, 0.0, 0.0, 0.0]",16.693195328116417
112,1882718208,"[0.00537109375, 0.1240234375, 0.1240234375, 0.248046875]","[0.0, 0.0, 0.0, 0.0]",18.189708469435573
122,2230714368,"[0.00537109375, 0.13720703125, 0.13720703125, 0.2744140625]","[0.0, 0.0, 0.0, 0.0]",20.700971828773618
132,2608201728,"[0.008056640625, 0.218994140625, 0.218994140625, 0.43798828125]","[0.0, 0.0, 0.0, 0.0]",22.586592007428408
142,3015180288,"[0.008056640625, 0.23876953125, 0.23876953125, 0.4775390625]","[0.0, 0.0, 0.0, 0.0]",25.062670465558767
152,3451650048,"[0.008056640625, 0.251953125, 0.251953125, 0.50390625]","[0.0, 0.0, 0.0, 0.0]",26.494280202314258
162,3917611008,"[0.008056640625, 0.271728515625, 0.271728515625, 0.54345703125]","[0.0, 0.0, 0.0, 0.0]",27.881968999281526
172,4413063168,"[0.008056640625, 0.284912109375, 0.284912109375, 0.56982421875]","[0.0, 0.0, 0.0, 0.0]",29.32175644673407
182,4938006528,"[0.008056640625, 0.3046875, 0.3046875, 0.609375]","[0.0, 0.0, 0.0, 0.0]",32.55121852271259
192,5492441088,"[0.008056640625, 0.31787109375, 0.31787109375, 0.6357421875]","[0.0, 0.0, 0.0, 0.0]",36.14761377684772
202,6076366848,"[0.0107421875, 0.4501953125, 0.4501953125, 0.900390625]","[0.0, 0.0, 0.0, 0.0]",39.08256464637816
212,6689783808,"[0.0107421875, 0.4677734375, 0.4677734375, 0.935546875]","[0.0, 0.0, 0.0, 0.0]",39.181300438940525
222,7332691968,"[0.0107421875, 0.494140625, 0.494140625, 0.98828125]","[0.0, 0.0, 0.0, 0.0]",43.152666417881846
232,8005091328,"[0.0107421875, 0.51171875, 0.51171875, 1.02]","[0.0, 0.0, 0.0, 0.0]",44.770777923986316
242,8706981888,"[0.0107421875, 0.5380859375, 0.5380859375, 1.08]","[0.0, 0.0, 0.0, 0.0]",45.81277584657073
