Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.002685546875, 0.01806640625, 0.01806640625, 0.0361328125]","[0.0, 0.0, 0.0, 0.0]",1.5759988012723625
42,272498688,"[0.002685546875, 0.024658203125, 0.024658203125, 0.04931640625]","[0.0, 0.0, 0.0, 0.0]",2.159965115133673
52,414056448,"[0.002685546875, 0.029052734375, 0.029052734375, 0.05810546875]","[0.0, 0.0, 0.0, 0.0]",2.6660260930657387
62,585105408,"[0.002685546875, 0.03564453125, 0.03564453125, 0.0712890625]","[0.0, 0.0, 0.0, 0.0]",3.2787617738358676
72,785645568,"[0.00537109375, 0.080078125, 0.080078125, 0.16015625]","[0.0, 0.0, 0.0, 0.0]",3.992655382025987
82,1015676928,"[0.00537109375, 0.09326171875, 0.09326171875, 0.1865234375]","[0.0, 0.0, 0.0, 0.0]",4.702814728952944
92,1275199488,"[0.00537109375, 0.10205078125, 0.10205078125, 0.2041015625]","[0.0, 0.0, 0.0, 0.0]",5.102225195150822
102,1564213248,"[0.00537109375, 0.115234375, 0.115234375, 0.23046875]","[0.0, 0.0, 0.0, 0.0]",5.747895480599254
112,1882718208,"[0.00537109375, 0.1240234375, 0.1240234375, 0.248046875]","[0.0, 0.0, 0.0, 0.0]",6.294842523057014
122,2230714368,"[0.00537109375, 0.13720703125, 0.13720703125, 0.2744140625]","[0.0, 0.0, 0.0, 0.0]",6.804463709704578
132,2608201728,"[0.008056640625, 0.218994140625, 0.218994140625, 0.43798828125]","[0.0, 0.0, 0.0, 0.0]",7.700260353740305
142,3015180288,"[0.008056640625, 0.23876953125, 0.23876953125, 0.4775390625]","[0.0, 0.0, 0.0, 0.0]",7.942285537719727
152,3451650048,"[0.008056640625, 0.251953125, 0.251953125, 0.50390625]","[0.0, 0.0, 0.0, 0.0]",8.6628174665384
162,3917611008,"[0.008056640625, 0.271728515625, 0.271728515625, 0.54345703125]","[0.0, 0.0, 0.0, 0.0]",9.3753507360816
172,4413063168,"[0.008056640625, 0.284912109375, 0.284912109375, 0.56982421875]","[0.0, 0.0, 0.0, 0.0]",9.597452371381223
182,4938006528,"[0.008056640625, 0.3046875, 0.3046875, 0.609375]","[0.0, 0.0, 0.0, 0.0]",10.148172355256975
192,5492441088,"[0.008056640625, 0.31787109375, 0.31787109375, 0.6357421875]","[0.0, 0.0, 0.0, 0.0]",11.003198409453034
202,6076366848,"[0.0107421875, 0.4501953125, 0.4501953125, 0.900390625]","[0.0, 0.0, 0.0, 0.0]",12.290561986155808
212,6689783808,"[0.0107421875, 0.4677734375, 0.4677734375, 0.935546875]","[0.0, 0.0, 0.0, 0.0]",12.587184584699571
222,7332691968,"[0.0107421875, 0.494140625, 0.494140625, 0.98828125]","[0.0, 0.0, 0.0, 0.0]",13.313755795825273
232,8005091328,"[0.0107421875, 0.51171875, 0.51171875, 1.02]","[0.0, 0.0, 0.0, 0.0]",13.697872911579907
242,8706981888,"[0.0107421875, 0.5380859375, 0.5380859375, 1.08]","[0.0, 0.0, 0.0, 0.0]",14.620271602179855
252,9438363648,"[0.0107421875, 0.5556640625, 0.5556640625, 1.11]","[0.0, 0.0, 0.0, 0.0]",15.320754940621555
262,10199236608,"[0.013427734375, 0.7275390625, 0.7275390625, 1.46]","[0.0, 0.0, 0.0, 0.0]",16.828617865685374
272,10989600768,"[0.013427734375, 0.74951171875, 0.74951171875, 1.5]","[0.0, 0.0, 0.0, 0.0]",17.593185640871525
282,11809456128,"[0.013427734375, 0.782470703125, 0.782470703125, 1.56]","[0.0, 0.0, 0.0, 0.0]",18.141729233134538
292,12658802688,"[0.013427734375, 0.804443359375, 0.804443359375, 1.61]","[0.0, 0.0, 0.0, 0.0]",19.552075976040214
302,13537640448,"[0.013427734375, 0.83740234375, 0.83740234375, 1.67]","[0.0, 0.0, 0.0, 0.0]",21.197110931389034
312,14445969408,"[0.013427734375, 0.859375, 0.859375, 1.72]","[0.0, 0.0, 0.0, 0.0]",21.487308393698186
322,15383789568,"[0.01611328125, 1.07, 1.07, 2.14]","[0.0, 0.0, 0.0, 0.0]",22.120067653711885
332,16351100928,"[0.01611328125, 1.1, 1.1, 2.19]","[0.0, 0.0, 0.0, 0.0]",23.786118188872933
342,17347903488,"[0.01611328125, 1.14, 1.14, 2.27]","[0.0, 0.0, 0.0, 0.0]",25.450574101880193
352,18374197248,"[0.01611328125, 1.16, 1.16, 2.33]","[0.0, 0.0, 0.0, 0.0]",28.042925072368234
362,19429982208,"[0.01611328125, 1.2, 1.2, 2.41]","[0.0, 0.0, 0.0, 0.0]",29.496806846000254
372,20515258368,"[0.01611328125, 1.23, 1.23, 2.46]","[0.0, 0.0, 0.0, 0.0]",30.95120581239462
382,21630025728,"[0.01611328125, 1.27, 1.27, 2.54]","[0.0, 0.0, 0.0, 0.0]",31.673340389039367
392,22774284288,"[0.018798828125, 1.51, 1.51, 3.02]","[0.0, 0.0, 0.0, 0.0]",33.941054488532245
402,23948034048,"[0.018798828125, 1.56, 1.56, 3.11]","[0.0, 0.0, 0.0, 0.0]",35.04560485482216
412,25151275008,"[0.018798828125, 1.59, 1.59, 3.18]","[0.0, 0.0, 0.0, 0.0]",35.27466935105622
422,26384007168,"[0.018798828125, 1.63, 1.63, 3.27]","[0.0, 0.0, 0.0, 0.0]",36.86599359847605
432,27646230528,"[0.018798828125, 1.66, 1.66, 3.33]","[0.0, 0.0, 0.0, 0.0]",38.080286625772715
442,28937945088,"[0.018798828125, 1.71, 1.71, 3.42]","[0.0, 0.0, 0.0, 0.0]",39.39727516146377
452,30259150848,"[0.021484375, 1.99, 1.99, 3.98]","[0.0, 0.0, 0.0, 0.0]",42.5696100667119
462,31609847808,"[0.021484375, 2.04, 2.04, 4.09]","[0.0, 0.0, 0.0, 0.0]",43.353667999617755
472,32990035968,"[0.021484375, 2.08, 2.08, 4.16]","[0.0, 0.0, 0.0, 0.0]",45.024197259917855
