Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
482,34399715328,"[0.021484375, 2.13, 2.13, 4.26]","[0.0, 0.0, 0.0, 0.0]",45.66112265922129
492,35838885888,"[0.021484375, 2.17, 2.17, 4.33]","[0.0, 0.0, 0.0, 0.0]",46.662465350236744
502,37307547648,"[0.021484375, 2.22, 2.22, 4.44]","[0.0, 0.0, 0.0, 0.0]",47.31616884237155
512,38805700608,"[0.021484375, 2.25, 2.25, 4.51]","[0.0, 0.0, 0.0, 0.0]",49.51824709121138
522,40333344768,"[0.024169921875, 2.59, 2.59, 5.19]","[0.0, 0.0, 0.0, 0.0]",51.88961684470996
532,41890480128,"[0.024169921875, 2.63, 2.63, 5.27]","[0.0, 0.0, 0.0, 0.0]",53.36196639109403
542,43477106688,"[0.024169921875, 2.69, 2.69, 5.39]","[0.0, 0.0, 0.0, 0.0]",55.09969966020435
552,45093224448,"[0.024169921875, 2.73, 2.73, 5.47]","[0.0, 0.0, 0.0, 0.0]",55.72994560236111
562,46738833408,"[0.024169921875, 2.79, 2.79, 5.59]","[0.0, 0.0, 0.0, 0.0]",57.51934375613928
572,48413933568,"[0.024169921875, 2.83, 2.83, 5.66]","[0.0, 0.0, 0.0, 0.0]",57.562000507023185
582,50118524928,"[0.02685546875, 3.21, 3.21, 3.21]","[0.0, 0.0, 0.0, 3.21]",119.4602209823206
592,51852607488,"[0.02685546875, 3.26, 3.26, 3.26]","[0.0, 0.0, 0.0, 3.26]",121.10406602500007
602,53616181248,"[0.02685546875, 3.32, 3.32, 3.32]","[0.0, 0.0, 0.0, 3.32]",123.51984519744292
612,55409246208,"[0.02685546875, 3.37, 3.37, 3.37]","[0.0, 0.0, 0.0, 3.37]",125.04081107210368
622,57231802368,"[0.02685546875, 3.43, 3.43, 3.43]","[0.0, 0.0, 0.0, 3.43]",128.70831321273
632,59083849728,"[0.02685546875, 3.48, 3.48, 3.48]","[0.0, 0.0, 0.0, 3.48]",130.43703566119075
642,60965388288,"[0.029541015625, 3.9, 3.9, 3.9]","[0.0, 0.0, 0.0, 3.9]",142.779072932899
652,62876418048,"[0.029541015625, 3.95, 3.95, 3.95]","[0.0, 0.0, 0.0, 3.95]",144.8083309456706
662,64816939008,"[0.029541015625, 4.02, 4.02, 4.02]","[0.0, 0.0, 0.0, 4.02]",147.3636600933969
672,66786951168,"[0.029541015625, 4.07, 4.07, 4.07]","[0.0, 0.0, 0.0, 4.07]",149.23907340038568
682,68786454528,"[0.029541015625, 4.14, 4.14, 4.14]","[0.0, 0.0, 0.0, 4.14]",151.85477083316073
692,70815449088,"[0.029541015625, 4.19, 4.19, 4.19]","[0.0, 0.0, 0.0, 4.19]",153.71539745479822
