Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,154533888,0.074951171875,0.0,2.1975859999656677
42,264757248,0.101318359375,0.0,2.2607827559113503
52,404471808,0.118896484375,0.0,2.0564389415085316
62,573677568,0.145263671875,0.0,4.032080993056297
72,772374528,0.32568359375,0.0,4.5623681508004665
82,1000562688,0.37841796875,0.0,5.453864112496376
92,1258242048,0.41357421875,0.0,5.891973152756691
102,1545412608,0.46630859375,0.0,6.621443200856447
112,1862074368,0.50146484375,0.0,5.89242996647954
122,2208227328,0.55419921875,0.0,7.707187905907631
132,2583871488,0.884033203125,0.0,6.7476872354745865
142,2989006848,0.963134765625,0.0,9.601283818483353
152,3423633408,1.02,0.0,10.053236968815327
162,3887751168,1.09,0.0,10.791169945150614
172,4381360128,1.15,0.0,11.291979812085629
182,4904460288,1.23,0.0,12.01930409297347
192,5457051648,1.28,0.0,12.540035881102085
202,6039134208,1.81,0.0,12.356237042695284
212,6650707968,1.88,0.0,14.918455854058266
222,7291772928,1.99,0.0,15.702311415225267
232,7962329088,2.06,0.0,16.146640293300152
242,8662376448,2.16,0.0,16.98364084586501
252,9391915008,2.23,0.0,17.571622040122747
262,10150944768,2.92,0.0,19.796537701040506
272,10939465728,3.01,0.0,20.30779980123043
282,11757477888,3.14,0.0,21.200885996222496
292,12604981248,3.23,0.0,21.758474875241518
302,13481975808,3.36,0.0,22.36491902396083
312,14388461568,3.45,0.0,22.819316260516644
322,15324438528,4.3,0.0,27.16566901654005
332,16289906688,4.4,0.0,27.811065781861544
342,17284866048,4.56,0.0,28.715658001601696
352,18309316608,4.67,0.0,29.42531229928136
362,19363258368,4.83,0.0,30.413733329623938
372,20446691328,4.93,0.0,31.02825488895178
382,21559615488,5.09,0.0,32.231601786762476
392,22702030848,6.06,0.0,36.58990701660514
402,23873937408,6.25,0.0,37.69490588456392
412,25075335168,6.37,0.0,38.45026018097997
422,26306224128,6.55,0.0,39.518528152257204
432,27566604288,6.68,0.0,40.27962498366833
442,28856475648,6.86,0.0,41.343561839312315
