Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,154533888,0.074951171875,0.0,1.197494100779295
42,264757248,0.101318359375,0.0,2.957544755190611
52,404471808,0.118896484375,0.0,2.3704501800239086
62,573677568,0.145263671875,0.0,2.586100250482559
72,772374528,0.32568359375,0.0,4.546105861663818
82,1000562688,0.37841796875,0.0,5.468328017741442
92,1258242048,0.41357421875,0.0,5.9306686744093895
102,1545412608,0.46630859375,0.0,6.620455998927355
112,1862074368,0.50146484375,0.0,6.577692925930023
122,2208227328,0.55419921875,0.0,7.205298636108637
132,2583871488,0.884033203125,0.0,8.896721061319113
142,2989006848,0.963134765625,0.0,9.606762323528528
152,3423633408,1.02,0.0,10.088363196700811
162,3887751168,1.09,0.0,10.806587990373373
172,4381360128,1.15,0.0,11.292307171970606
182,4904460288,1.23,0.0,12.015521991997957
192,5457051648,1.28,0.0,12.531142681837082
202,6039134208,1.81,0.0,14.401532709598541
212,6650707968,1.88,0.0,14.921972062438726
222,7291772928,1.99,0.0,15.71929082274437
232,7962329088,2.06,0.0,16.205234918743372
242,8662376448,2.16,0.0,16.98835100978613
252,9391915008,2.23,0.0,17.554196063429117
262,10150944768,2.92,0.0,19.769095815718174
272,10939465728,3.01,0.0,20.33623168244958
282,11757477888,3.14,0.0,21.22105611488223
292,12604981248,3.23,0.0,21.790787111967802
302,13481975808,3.36,0.0,23.69155688211322
312,14388461568,3.45,0.0,24.319975171238184
322,15324438528,4.3,0.0,27.193720918148756
332,16289906688,4.4,0.0,27.752031106501818
342,17284866048,4.56,0.0,28.843755833804607
352,18309316608,4.67,0.0,29.445189982652664
362,19363258368,4.83,0.0,30.41844815015793
372,20446691328,4.93,0.0,31.054177787154913
382,21559615488,5.09,0.0,33.4451450034976
392,22702030848,6.06,0.0,36.63778165355325
402,23873937408,6.25,0.0,37.686546333134174
412,25075335168,6.37,0.0,38.444971200078726
