Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
1500,6861000,"[0.09375, 2.2, 4.49]","[0.0, 0.0, 0.0]",6.266818381845951
1540,7228760,"[0.09765625, 2.35, 4.79]","[0.0, 0.0, 0.0]",6.258509121835232
1580,7606120,"[0.09765625, 2.41, 4.92]","[0.0, 0.0, 0.0]",6.318156607449055
1620,7993080,"[0.1015625, 2.57, 5.24]","[0.0, 0.0, 0.0]",6.282391957938671
1660,8389640,"[0.1015625, 2.63, 5.37]","[0.0, 0.0, 0.0]",6.315305829048157
1700,8795800,"[0.10546875, 2.8, 5.71]","[0.0, 0.0, 0.0]",6.252416409552097
1740,9211560,"[0.109375, 2.97, 6.05]","[0.0, 0.0, 0.0]",6.256419233977795
1780,9636920,"[0.109375, 3.04, 6.19]","[0.0, 0.0, 0.0]",6.312614306807518
1820,10071880,"[0.11328125, 3.22, 6.55]","[0.0, 0.0, 0.0]",6.305912509560585
1860,10516440,"[0.1171875, 3.41, 6.93]","[0.0, 0.0, 0.0]",6.302135065197945
1900,10970600,"[0.1171875, 3.48, 7.07]","[0.0, 0.0, 0.0]",1.2876009568572044
1940,11434360,"[0.12109375, 3.67, 7.46]","[0.0, 0.0, 0.0]",6.278638727962971
1980,11907720,"[0.12109375, 3.75, 7.61]","[0.0, 0.0, 0.0]",6.302346475422382
2020,12390680,"[4.07, 3.95, 4.07]","[0.0, 0.0, 0.0]",17.05855131149292
2060,12883240,"[4.28, 4.15, 4.27]","[0.0, 0.0, 0.0]",17.59074442088604
2100,13385400,"[4.36, 4.23, 4.36]","[0.0, 0.0, 0.0]",17.81924907118082
2140,13897160,"[4.57, 4.44, 4.57]","[0.0, 0.0, 0.0]",18.415489234030247
2180,14418520,"[4.79, 4.66, 4.79]","[0.0, 0.0, 0.0]",19.007827155292034
2220,14949480,"[4.88, 4.74, 4.88]","[0.0, 0.0, 0.0]",19.224870018661022
2260,15490040,"[5.11, 4.97, 5.1]","[0.0, 0.0, 0.0]",19.834560342133045
2300,16040200,"[5.19, 5.05, 5.19]","[0.0, 0.0, 0.0]",20.054654218256474
2340,16599960,"[5.43, 5.28, 5.43]","[0.0, 0.0, 0.0]",20.707620307803154
2380,17169320,"[5.67, 5.52, 5.67]","[0.0, 0.0, 0.0]",21.4093504473567
2420,17748280,"[5.76, 5.61, 5.76]","[0.0, 0.0, 0.0]",21.640277467668056
2460,18336840,"[6.01, 5.86, 6.01]","[0.0, 0.0, 0.0]",22.319555282592773
2500,18935000,"[6.26, 6.1, 6.26]","[0.0, 0.0, 0.0]",22.926226258277893
2540,19542760,"[6.36, 6.2, 6.36]","[0.0, 0.0, 0.0]",23.228724487125874
2580,20160120,"[6.62, 6.46, 6.61]","[0.0, 0.0, 0.0]",23.974092677235603
2620,20787080,"[6.72, 6.56, 6.72]","[0.0, 0.0, 0.0]",24.189962074160576
