Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
702,7323264,"[4.64, 0.47265625, 0.9453125, 0.515625]","[0.0, 0.0, 0.0, 0.0]",0.6205588579177856
722,7604104,"[5.06, 0.5302734375, 1.06, 0.574462890625]","[0.0, 0.0, 0.0, 0.0]",3.0934601090848446
742,7888944,"[5.06, 0.544921875, 1.09, 0.59033203125]","[0.0, 0.0, 0.0, 0.0]",0.5657472647726536
762,8177784,"[5.06, 0.5595703125, 1.12, 0.606201171875]","[0.0, 0.0, 0.0, 0.0]",0.622596126049757
782,8470624,"[5.48, 0.6220703125, 1.24, 0.669921875]","[0.0, 0.0, 0.0, 0.0]",3.305348102003336
802,8767464,"[5.48, 0.637939453125, 1.28, 0.68701171875]","[0.0, 0.0, 0.0, 0.0]",0.5952827632427216
822,9068304,"[5.48, 0.65380859375, 1.31, 0.7041015625]","[0.0, 0.0, 0.0, 0.0]",0.5698981694877148
842,9373144,"[5.91, 0.72119140625, 1.44, 0.772705078125]","[0.0, 0.0, 0.0, 0.0]",3.27863497659564
862,9681984,"[5.91, 0.73828125, 1.48, 0.791015625]","[0.0, 0.0, 0.0, 0.0]",0.6460896693170071
882,9994824,"[5.91, 0.75537109375, 1.51, 0.809326171875]","[0.0, 0.0, 0.0, 0.0]",3.3077914267778397
902,10311664,"[6.33, 0.82763671875, 1.66, 0.8828125]","[0.0, 0.0, 0.0, 0.0]",3.3176890574395657
922,10632504,"[6.33, 0.845947265625, 1.69, 0.90234375]","[0.0, 0.0, 0.0, 0.0]",3.3125150948762894
942,10957344,"[6.33, 0.8642578125, 1.73, 0.921875]","[0.0, 0.0, 0.0, 0.0]",3.3174515701830387
962,11286184,"[6.75, 0.94140625, 1.88, 1.0]","[0.0, 0.0, 0.0, 0.0]",3.3025648444890976
982,11619024,"[6.75, 0.9609375, 1.92, 1.02]","[0.0, 0.0, 0.0, 0.0]",3.2303803600370884
1002,11955864,"[6.75, 0.98046875, 1.96, 1.04]","[0.0, 0.0, 0.0, 0.0]",3.3139772713184357
1022,12296704,"[6.75, 1.0, 2.0, 1.06]","[0.0, 0.0, 0.0, 0.0]",3.2992735505104065
1042,12641544,"[0.0, 1.08, 2.17, 1.15]","[7.17, 0.0, 0.0, 0.0]",22.22548658028245
1062,12990384,"[0.0, 1.1, 2.21, 1.17]","[7.17, 0.0, 0.0, 0.0]",22.220520302653313
1082,13343224,"[0.0, 1.12, 2.25, 1.19]","[7.17, 0.0, 0.0, 0.0]",22.216822486370802
1102,13700064,"[0.0, 1.21, 2.43, 1.28]","[7.59, 0.0, 0.0, 0.0]",23.405631072819233
1122,14060904,"[0.0, 1.23, 2.47, 1.3]","[7.59, 0.0, 0.0, 0.0]",23.39141583070159
1142,14425744,"[0.0, 1.26, 2.51, 1.33]","[7.59, 0.0, 0.0, 0.0]",23.376360069960356
1162,14794584,"[0.0, 1.35, 2.7, 1.42]","[8.02, 0.0, 0.0, 0.0]",24.53288622200489
1182,15167424,"[0.0, 1.37, 2.75, 1.45]","[8.02, 0.0, 0.0, 0.0]",24.577098432928324
1202,15544264,"[0.0, 1.4, 2.79, 1.47]","[8.02, 0.0, 0.0, 0.0]",24.572174064815044
1222,15925104,"[0.0, 1.49, 2.99, 1.57]","[8.44, 0.0, 0.0, 0.0]",25.74429800733924
1242,16309944,"[0.0, 1.52, 3.04, 1.59]","[8.44, 0.0, 0.0, 0.0]",25.68266075104475
1262,16698784,"[0.0, 1.54, 3.09, 1.62]","[8.44, 0.0, 0.0, 0.0]",25.74789524078369
1282,17091624,"[0.0, 1.65, 3.29, 1.72]","[8.86, 0.0, 0.0, 0.0]",26.871596928685904
1302,17488464,"[0.0, 1.67, 3.34, 1.75]","[8.86, 0.0, 0.0, 0.0]",26.893150061368942
1322,17889304,"[0.0, 1.7, 3.39, 1.78]","[8.86, 0.0, 0.0, 0.0]",26.8879528157413
1342,18294144,"[0.0, 1.72, 3.45, 1.8]","[8.86, 0.0, 0.0, 0.0]",26.897212024778128
1362,18702984,"[0.0, 1.83, 3.66, 1.91]","[9.28, 0.0, 0.0, 0.0]",28.032664209604263
1382,19115824,"[0.0, 1.86, 3.72, 1.94]","[9.28, 0.0, 0.0, 0.0]",27.958964463323355
1402,19532664,"[0.0, 1.89, 3.77, 1.97]","[9.28, 0.0, 0.0, 0.0]",28.01214437931776
1422,19953504,"[0.0, 2.0, 4.0, 2.09]","[9.7, 0.0, 0.0, 0.0]",29.213893227279186
1442,20378344,"[0.0, 2.03, 4.05, 2.12]","[9.7, 0.0, 0.0, 0.0]",29.204510618001223
1462,20807184,"[0.0, 2.06, 4.11, 2.14]","[9.7, 0.0, 0.0, 0.0]",29.159773141145706
1482,21240024,"[0.0, 2.17, 4.35, 2.26]","[10.12, 0.0, 0.0, 0.0]",30.389887746423483
1502,21676864,"[0.0, 2.2, 4.41, 2.29]","[10.12, 0.0, 0.0, 0.0]",30.351382214576006
1522,22117704,"[0.0, 2.23, 4.46, 2.33]","[10.12, 0.0, 0.0, 0.0]",30.310640577226877
1542,22562544,"[0.0, 2.36, 4.71, 2.45]","[10.55, 0.0, 0.0, 0.0]",31.50504967197776
1562,23011384,"[0.0, 2.39, 4.77, 2.48]","[10.55, 0.0, 0.0, 0.0]",31.518762931227684
1582,23464224,"[0.0, 2.42, 4.83, 2.51]","[10.55, 0.0, 0.0, 0.0]",31.444492749869823
1602,23921064,"[0.0, 2.55, 5.09, 2.64]","[10.97, 0.0, 0.0, 0.0]",32.64368139207363
