Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.0078125, 0.01220703125, 0.01220703125, 0.018310546875]","[0.0, 0.0, 0.0, 0.0]",0.9793298598378897
140,69160,"[0.01171875, 0.025634765625, 0.025634765625, 0.0341796875]","[0.0, 0.0, 0.0, 0.0]",0.9682750795036554
180,110520,"[0.01171875, 0.032958984375, 0.032958984375, 0.0439453125]","[0.0, 0.0, 0.0, 0.0]",0.9785810112953186
220,161480,"[0.015625, 0.0537109375, 0.0537109375, 0.067138671875]","[0.0, 0.0, 0.0, 0.0]",0.9719474799931049
260,222040,"[0.01953125, 0.079345703125, 0.079345703125, 0.09521484375]","[0.0, 0.0, 0.0, 0.0]",0.9907392784953117
300,292200,"[0.01953125, 0.091552734375, 0.091552734375, 0.10986328125]","[0.0, 0.0, 0.0, 0.0]",0.9642514400184155
340,371960,"[0.0234375, 0.12451171875, 0.12451171875, 0.145263671875]","[0.0, 0.0, 0.0, 0.0]",0.9768055938184261
380,461320,"[0.0234375, 0.13916015625, 0.13916015625, 0.162353515625]","[0.0, 0.0, 0.0, 0.0]",0.9715057909488678
420,560280,"[0.02734375, 0.179443359375, 0.179443359375, 0.205078125]","[0.0, 0.0, 0.0, 0.0]",0.9791442658752203
460,668840,"[0.03125, 0.224609375, 0.224609375, 0.252685546875]","[0.0, 0.0, 0.0, 0.0]",0.9757336881011724
500,787000,"[0.03125, 0.244140625, 0.244140625, 0.274658203125]","[0.0, 0.0, 0.0, 0.0]",0.9713293425738811
540,914760,"[0.03515625, 0.296630859375, 0.296630859375, 0.32958984375]","[0.0, 0.0, 0.0, 0.0]",0.9877979662269354
580,1052120,"[0.0390625, 0.35400390625, 0.35400390625, 0.389404296875]","[0.0, 0.0, 0.0, 0.0]",0.9782680496573448
620,1199080,"[0.0390625, 0.37841796875, 0.37841796875, 0.416259765625]","[0.0, 0.0, 0.0, 0.0]",0.9796134848147631
660,1355640,"[0.04296875, 0.443115234375, 0.443115234375, 0.4833984375]","[0.0, 0.0, 0.0, 0.0]",0.9710309747606516
700,1521800,"[0.04296875, 0.469970703125, 0.469970703125, 0.5126953125]","[0.0, 0.0, 0.0, 0.0]",0.9804588370025157
740,1697560,"[0.046875, 0.5419921875, 0.5419921875, 0.587158203125]","[0.0, 0.0, 0.0, 0.0]",0.9815226588398218
780,1882920,"[0.05078125, 0.618896484375, 0.618896484375, 0.66650390625]","[0.0, 0.0, 0.0, 0.0]",0.9841250069439411
820,2077880,"[0.05078125, 0.650634765625, 0.650634765625, 0.70068359375]","[0.0, 0.0, 0.0, 0.0]",0.9769662097096443
860,2282440,"[0.0546875, 0.73486328125, 0.73486328125, 0.787353515625]","[0.0, 0.0, 0.0, 0.0]",0.9867091104388237
900,2496600,"[0.05859375, 0.823974609375, 0.823974609375, 0.87890625]","[0.0, 0.0, 0.0, 0.0]",0.9895364195108414
940,2720360,"[0.05859375, 0.860595703125, 0.860595703125, 0.91796875]","[0.0, 0.0, 0.0, 0.0]",0.9806656930595635
980,2953720,"[0.0625, 0.95703125, 0.95703125, 1.02]","[0.0, 0.0, 0.0, 0.0]",0.9827859047800303
1020,3196680,"[0.0625, 0.99609375, 0.99609375, 1.06]","[0.0, 0.0, 0.0, 0.0]",0.9889406245201826
1060,3449240,"[0.06640625, 1.1, 1.1, 1.16]","[0.0, 0.0, 0.0, 0.0]",0.9796095546334982
1100,3711400,"[0.0703125, 1.21, 1.21, 1.28]","[0.0, 0.0, 0.0, 0.0]",0.9833735600113869
1140,3983160,"[0.0703125, 1.25, 1.25, 1.32]","[0.0, 0.0, 0.0, 0.0]",0.9775179158896208
1180,4264520,"[0.07421875, 1.37, 1.37, 1.44]","[0.0, 0.0, 0.0, 0.0]",0.9869221691042185
1220,4555480,"[0.078125, 1.49, 1.49, 1.56]","[0.0, 0.0, 0.0, 0.0]",0.9869134798645973
1260,4856040,"[0.078125, 1.54, 1.54, 1.61]","[0.0, 0.0, 0.0, 0.0]",0.9898969065397978
1300,5166200,"[0.08203125, 1.67, 1.67, 1.75]","[0.0, 0.0, 0.0, 0.0]",0.9896434843540192
1340,5485960,"[0.08203125, 1.72, 1.72, 1.8]","[0.0, 0.0, 0.0, 0.0]",0.9773286059498788
1380,5815320,"[0.0859375, 1.85, 1.85, 1.94]","[0.0, 0.0, 0.0, 0.0]",0.9900017455220222
1420,6154280,"[0.08984375, 1.99, 1.99, 2.08]","[0.0, 0.0, 0.0, 0.0]",0.9753692615777254
1460,6502840,"[0.08984375, 2.05, 2.05, 2.14]","[0.0, 0.0, 0.0, 0.0]",0.9897358994930983
1500,6861000,"[0.09375, 2.2, 2.2, 2.29]","[0.0, 0.0, 0.0, 0.0]",0.9777407255023718
1540,7228760,"[0.09765625, 2.35, 2.35, 2.44]","[0.0, 0.0, 0.0, 0.0]",0.9859792329370974
1580,7606120,"[0.09765625, 2.41, 2.41, 2.51]","[0.0, 0.0, 0.0, 0.0]",0.986158475279808
1620,7993080,"[0.1015625, 2.57, 2.57, 2.67]","[0.0, 0.0, 0.0, 0.0]",0.9959214460104704
1660,8389640,"[0.1015625, 2.63, 2.63, 2.74]","[0.0, 0.0, 0.0, 0.0]",0.9846648946404457
1700,8795800,"[0.10546875, 2.8, 2.8, 2.91]","[0.0, 0.0, 0.0, 0.0]",0.9938723500818014
1740,9211560,"[0.109375, 2.97, 2.97, 3.08]","[0.0, 0.0, 0.0, 0.0]",0.9943179972469807
1780,9636920,"[0.109375, 3.04, 3.04, 3.15]","[0.0, 0.0, 0.0, 0.0]",0.9876409266144037
1820,10071880,"[0.11328125, 3.22, 3.22, 3.33]","[0.0, 0.0, 0.0, 0.0]",1.0037680063396692
1860,10516440,"[0.1171875, 3.41, 3.41, 3.52]","[0.0, 0.0, 0.0, 0.0]",0.9869162086397409
1900,10970600,"[0.1171875, 3.48, 3.48, 3.59]","[0.0, 0.0, 0.0, 0.0]",0.9930146578699351
1940,11434360,"[0.12109375, 3.67, 3.67, 3.79]","[0.0, 0.0, 0.0, 0.0]",0.9809222724288702
1980,11907720,"[0.12109375, 3.75, 3.75, 3.87]","[0.0, 0.0, 0.0, 0.0]",0.998117420822382
2020,12390680,"[0.125, 3.95, 3.95, 4.07]","[0.0, 0.0, 0.0, 0.0]",0.9964901860803366
2060,12883240,"[0.12890625, 4.15, 4.15, 4.27]","[0.0, 0.0, 0.0, 0.0]",0.9907934535294772
2100,13385400,"[0.12890625, 4.23, 4.23, 4.36]","[0.0, 0.0, 0.0, 0.0]",0.989260645583272
2140,13897160,"[0.1328125, 4.44, 4.44, 4.57]","[0.0, 0.0, 0.0, 0.0]",0.9962805546820164
2180,14418520,"[0.13671875, 4.66, 4.66, 4.79]","[0.0, 0.0, 0.0, 0.0]",0.9929998125880957
2220,14949480,"[0.13671875, 4.74, 4.74, 4.88]","[0.0, 0.0, 0.0, 0.0]",1.0097518283873796
2260,15490040,"[0.140625, 4.97, 4.97, 5.1]","[0.0, 0.0, 0.0, 0.0]",0.9976842626929283
2300,16040200,"[0.140625, 5.05, 5.05, 5.19]","[0.0, 0.0, 0.0, 0.0]",0.9862182848155499
2340,16599960,"[0.14453125, 5.28, 5.28, 5.43]","[0.0, 0.0, 0.0, 0.0]",1.0007376037538052
2380,17169320,"[0.1484375, 5.52, 5.52, 5.67]","[0.0, 0.0, 0.0, 0.0]",0.9926406666636467
2420,17748280,"[0.1484375, 5.61, 5.61, 5.76]","[0.0, 0.0, 0.0, 0.0]",1.0017061233520508
2460,18336840,"[0.15234375, 5.86, 5.86, 6.01]","[0.0, 0.0, 0.0, 0.0]",0.9904856327921152
2500,18935000,"[0.15625, 6.1, 6.1, 6.26]","[0.0, 0.0, 0.0, 0.0]",0.9981781058013439
2540,19542760,"[0.15625, 6.2, 6.2, 6.36]","[0.0, 0.0, 0.0, 0.0]",1.0030352976173162
2580,20160120,"[0.16015625, 6.46, 6.46, 6.61]","[0.0, 0.0, 0.0, 0.0]",0.9919909946620464
2620,20787080,"[0.16015625, 6.56, 6.56, 6.72]","[0.0, 0.0, 0.0, 0.0]",1.003246270120144
