Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.0078125, 0.042724609375]","[0.0, 0.0]",0.4674777574837208
140,69160,"[0.01171875, 0.08544921875]","[0.0, 0.0]",0.46766357496380806
180,110520,"[0.01171875, 0.10986328125]","[0.0, 0.0]",0.46357957646250725
220,161480,"[0.015625, 0.174560546875]","[0.0, 0.0]",0.46287696808576584
260,222040,"[0.01953125, 0.25390625]","[0.0, 0.0]",0.4730534180998802
300,292200,"[0.01953125, 0.29296875]","[0.0, 0.0]",0.46687426045536995
340,371960,"[0.0234375, 0.394287109375]","[0.0, 0.0]",0.47279080376029015
380,461320,"[0.0234375, 0.440673828125]","[0.0, 0.0]",0.47299405559897423
420,560280,"[0.02734375, 0.56396484375]","[0.0, 0.0]",0.4725002869963646
460,668840,"[0.03125, 0.701904296875]","[0.0, 0.0]",0.4781719297170639
500,787000,"[0.03125, 0.762939453125]","[0.0, 0.0]",0.47775566577911377
540,914760,"[0.03515625, 0.9228515625]","[0.0, 0.0]",0.48059476539492607
580,1052120,"[0.0390625, 1.1]","[0.0, 0.0]",0.4886585846543312
620,1199080,"[0.0390625, 1.17]","[0.0, 0.0]",0.488351546227932
660,1355640,"[0.04296875, 1.37]","[0.0, 0.0]",0.4878554493188858
700,1521800,"[0.04296875, 1.45]","[0.0, 0.0]",0.48255350440740585
740,1697560,"[0.046875, 1.67]","[0.0, 0.0]",0.4772733338177204
780,1882920,"[0.05078125, 1.9]","[0.0, 0.0]",0.48685552552342415
820,2077880,"[0.05078125, 2.0]","[0.0, 0.0]",0.48889076337218285
860,2282440,"[0.0546875, 2.26]","[0.0, 0.0]",0.4876195266842842
900,2496600,"[0.05859375, 2.53]","[0.0, 0.0]",0.49839550629258156
940,2720360,"[0.05859375, 2.64]","[0.0, 0.0]",0.48834411427378654
980,2953720,"[0.0625, 2.93]","[0.0, 0.0]",0.4940025322139263
1020,3196680,"[0.0625, 3.05]","[0.0, 0.0]",0.4909404180943966
1060,3449240,"[0.06640625, 3.36]","[0.0, 0.0]",0.4842057637870312
1100,3711400,"[0.0703125, 3.69]","[0.0, 0.0]",0.47628128901124
1140,3983160,"[0.0703125, 3.83]","[0.0, 0.0]",0.4897827655076981
1180,4264520,"[0.07421875, 4.18]","[0.0, 0.0]",0.4807041771709919
1220,4555480,"[0.078125, 4.54]","[0.0, 0.0]",0.48468567430973053
1260,4856040,"[0.078125, 4.69]","[0.0, 0.0]",0.4853878542780876
1300,5166200,"[0.08203125, 5.08]","[0.0, 0.0]",0.4934297874569893
1340,5485960,"[0.08203125, 5.23]","[0.0, 0.0]",0.4825469106435776
1380,5815320,"[0.0859375, 5.64]","[0.0, 0.0]",0.4787467420101166
1420,6154280,"[0.08984375, 6.07]","[0.0, 0.0]",0.48001835122704506
1460,6502840,"[0.08984375, 6.24]","[0.0, 0.0]",0.481012798845768
1500,6861000,"[0.09375, 6.68]","[0.0, 0.0]",0.48757901415228844
1540,7228760,"[0.09765625, 7.14]","[0.0, 0.0]",0.487569123506546
1580,7606120,"[0.09765625, 7.33]","[0.0, 0.0]",0.4952634312212467
1620,7993080,"[2.67, 5.24]","[0.0, 0.0]",0.48951955512166023
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",0.4953889548778534
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",0.49133703112602234
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",0.4896378889679909
1780,9636920,"[3.15, 6.19]","[0.0, 0.0]",0.4874962568283081
1820,10071880,"[3.33, 6.55]","[0.0, 0.0]",0.4918489046394825
1860,10516440,"[3.52, 6.93]","[0.0, 0.0]",0.4994574375450611
1900,10970600,"[3.6, 7.07]","[0.0, 0.0]",0.5002281256020069
1940,11434360,"[3.79, 7.46]","[0.0, 0.0]",0.5019103735685349
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",0.5065523833036423
2020,12390680,"[4.07, 0.123291015625]","[7.89, 0.0]",12.52080848440528
2060,12883240,"[4.28, 0.125732421875]","[8.3, 0.0]",13.0939825437963
2100,13385400,"[4.36, 0.128173828125]","[8.46, 0.0]",13.321662656962872
2140,13897160,"[4.57, 0.130615234375]","[8.88, 0.0]",13.910068217664957
2180,14418520,"[4.79, 0.133056640625]","[9.31, 0.0]",14.514557905495167
2220,14949480,"[4.88, 0.135498046875]","[9.48, 0.0]",14.705205745995045
2260,15490040,"[5.11, 0.137939453125]","[9.93, 0.0]",15.342025309801102
2300,16040200,"[5.19, 0.140380859375]","[10.11, 0.0]",15.605918280780315
2340,16599960,"[5.43, 0.142822265625]","[10.57, 0.0]",16.232680324465036
2380,17169320,"[5.67, 0.145263671875]","[11.04, 0.0]",16.874020285904408
2420,17748280,"[5.76, 0.147705078125]","[11.23, 0.0]",17.141892351210117
2460,18336840,"[6.01, 0.150146484375]","[11.71, 0.0]",17.796044256538153
2500,18935000,"[6.26, 0.152587890625]","[12.21, 0.0]",18.453800417482853
2540,19542760,"[6.36, 0.155029296875]","[12.4, 0.0]",18.70276117697358
2580,20160120,"[6.62, 0.157470703125]","[12.91, 0.0]",19.387354291975498
2620,20787080,"[6.72, 0.159912109375]","[13.11, 0.0]",19.708698522299528
