Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
2,13864,0.423095703125,0.0,0.15098415315151215
22,154704,0.42919921875,0.0,0.18242746591567993
42,299544,0.435302734375,0.0,0.16361568123102188
62,448384,0.44140625,0.0,0.18175877630710602
82,601224,0.889892578125,0.0,0.1811748370528221
102,758064,0.90087890625,0.0,0.18678978085517883
122,918904,0.911865234375,0.0,0.19744224846363068
142,1083744,1.38,0.0,0.17762091010808945
162,1252584,1.4,0.0,0.24001207202672958
182,1425424,1.41,0.0,0.18697138875722885
202,1602264,1.9,0.0,0.2577025443315506
222,1783104,1.92,0.0,0.20088348537683487
242,1967944,1.94,0.0,0.2211686223745346
262,2156784,2.45,0.0,0.17040036618709564
282,2349624,2.47,0.0,0.21596066653728485
302,2546464,2.5,0.0,0.2288389950990677
322,2747304,3.03,0.0,0.22819824516773224
342,2952144,3.06,0.0,0.28609205037355423
362,3160984,3.09,0.0,0.16512349247932434
382,3373824,3.12,0.0,0.16588252037763596
402,3590664,3.67,0.0,0.20664837211370468
422,3811504,3.7,0.0,0.20777247846126556
442,4036344,3.74,0.0,0.21596811711788177
462,4265184,4.31,0.0,0.23519806563854218
482,4498024,4.35,0.0,0.24127773940563202
