Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.0322265625, 0.018310546875]","[0.0, 0.0]",0.4701289162039757
140,69160,"[0.01171875, 0.08544921875]","[0.0, 0.0]",0.47671761363744736
180,110520,"[0.07763671875, 0.0439453125]","[0.0, 0.0]",0.4771343618631363
220,161480,"[0.015625, 0.174560546875]","[0.0, 0.0]",0.47454509884119034
260,222040,"[0.17822265625, 0.09521484375]","[0.0, 0.0]",0.4813073016703129
300,292200,"[0.20263671875, 0.10986328125]","[0.0, 0.0]",0.4812288284301758
340,371960,"[0.14794921875, 0.269775390625]","[0.0, 0.0]",0.4754243977367878
380,461320,"[0.3017578125, 0.162353515625]","[0.0, 0.0]",0.4820149391889572
420,560280,"[0.206787109375, 0.384521484375]","[0.0, 0.0]",0.4762682504951954
460,668840,"[0.48046875, 0.252685546875]","[0.0, 0.0]",0.4857468046247959
500,787000,"[0.51953125, 0.274658203125]","[0.0, 0.0]",0.49320170655846596
540,914760,"[0.62841796875, 0.32958984375]","[0.0, 0.0]",0.4861731082201004
580,1052120,"[0.39306640625, 0.743408203125]","[0.0, 0.0]",0.49144295975565916
620,1199080,"[0.41748046875, 0.794677734375]","[0.0, 0.0]",0.4932777211070061
660,1355640,"[0.486083984375, 0.926513671875]","[0.0, 0.0]",0.4919775016605854
700,1521800,"[1.45, 0.042724609375]","[0.0, 0.0]",0.491446778178215
740,1697560,"[0.5888671875, 1.13]","[0.0, 0.0]",0.49092257395386696
780,1882920,"[1.91, 0.047607421875]","[0.0, 0.0]",0.4915311001241207
820,2077880,"[1.35, 0.70068359375]","[0.0, 0.0]",0.49277085810899734
860,2282440,"[1.52, 0.787353515625]","[0.0, 0.0]",0.4902590252459049
900,2496600,"[1.71, 0.87890625]","[0.0, 0.0]",0.49951164051890373
940,2720360,"[1.78, 0.91796875]","[0.0, 0.0]",0.4930880665779114
980,2953720,"[2.93, 0.059814453125]","[0.0, 0.0]",0.5012930743396282
1020,3196680,"[3.05, 0.062255859375]","[0.0, 0.0]",0.49794644117355347
1060,3449240,"[3.37, 0.064697265625]","[0.0, 0.0]",0.48568323254585266
1100,3711400,"[1.28, 2.48]","[0.0, 0.0]",0.4898793064057827
1140,3983160,"[3.83, 0.069580078125]","[0.0, 0.0]",0.487444456666708
1180,4264520,"[1.44, 2.81]","[0.0, 0.0]",0.48323260620236397
1220,4555480,"[4.55, 0.074462890625]","[0.0, 0.0]",0.4893920011818409
1260,4856040,"[3.15, 1.61]","[0.0, 0.0]",0.48975251615047455
1300,5166200,"[5.08, 0.079345703125]","[0.0, 0.0]",0.491634625941515
1340,5485960,"[5.23, 0.081787109375]","[0.0, 0.0]",0.48431454226374626
1380,5815320,"[5.65, 0.084228515625]","[0.0, 0.0]",0.4901801235973835
1420,6154280,"[6.07, 0.086669921875]","[0.0, 0.0]",0.4864897206425667
1460,6502840,"[6.24, 0.089111328125]","[0.0, 0.0]",0.4910876043140888
1500,6861000,"[4.49, 2.29]","[0.0, 0.0]",0.4896627366542816
1540,7228760,"[4.8, 2.44]","[0.0, 0.0]",0.4891810938715935
1580,7606120,"[7.33, 0.096435546875]","[0.0, 0.0]",0.4949791543185711
1620,7993080,"[0.1015625, 5.24]","[0.0, 2.57]",0.48897696658968925
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",0.4957352951169014
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",0.49218196421861654
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",0.5057875066995621
1780,9636920,"[0.109375, 6.19]","[0.0, 3.04]",0.49862025305628777
1820,10071880,"[6.56, 0.111083984375]","[3.22, 0.0]",0.5037559010088444
1860,10516440,"[0.1171875, 6.93]","[0.0, 3.41]",0.5033303238451481
1900,10970600,"[7.08, 0.115966796875]","[3.48, 0.0]",0.4899848811328411
1940,11434360,"[7.46, 0.118408203125]","[3.67, 0.0]",0.4967082850635052
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",0.496576875448227
2020,12390680,"[4.07, 4.07]","[3.95, 0.0]",12.521381825208664
2060,12883240,"[4.28, 4.27]","[0.0, 4.15]",13.096709977835417
2100,13385400,"[4.36, 4.36]","[0.0, 4.23]",13.346308097243309
2140,13897160,"[0.1328125, 4.57]","[0.0, 8.88]",13.944960739463568
2180,14418520,"[4.79, 4.79]","[0.0, 4.66]",14.502789825201035
2220,14949480,"[4.88, 4.88]","[0.0, 4.74]",14.717921763658524
2260,15490040,"[5.11, 5.1]","[4.97, 0.0]",15.318558998405933
2300,16040200,"[5.19, 0.140380859375]","[10.11, 0.0]",15.551883522421122
2340,16599960,"[5.43, 5.43]","[0.0, 5.28]",16.231801863759756
2380,17169320,"[5.67, 5.67]","[5.52, 0.0]",16.862970665097237
2420,17748280,"[5.76, 5.76]","[5.61, 0.0]",17.133963257074356
2460,18336840,"[6.01, 6.01]","[0.0, 5.86]",17.754726093262434
2500,18935000,"[6.26, 0.152587890625]","[12.21, 0.0]",18.449064772576094
2540,19542760,"[0.15625, 6.36]","[0.0, 12.4]",18.69956372305751
2580,20160120,"[6.62, 6.61]","[0.0, 6.46]",19.42029306665063
2620,20787080,"[0.16015625, 6.72]","[0.0, 13.11]",19.666415005922318
