Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
2,13864,0.423095703125,0.0,0.14869868755340576
22,154704,0.42919921875,0.0,0.1569734886288643
42,299544,0.435302734375,0.0,0.17139781266450882
62,448384,0.44140625,0.0,0.1591639593243599
82,601224,0.889892578125,0.0,0.17166417092084885
102,758064,0.90087890625,0.0,0.20028091967105865
122,918904,0.911865234375,0.0,0.17274543642997742
142,1083744,1.38,0.0,0.20333286374807358
162,1252584,1.4,0.0,0.1802481710910797
182,1425424,1.41,0.0,0.19774958491325378
202,1602264,1.9,0.0,0.18606893718242645
222,1783104,1.92,0.0,0.21716393530368805
242,1967944,1.94,0.0,0.17983373254537582
262,2156784,2.45,0.0,0.2244170755147934
282,2349624,2.47,0.0,0.18246471881866455
302,2546464,2.5,0.0,0.2819700166583061
322,2747304,3.03,0.0,0.2870485186576843
342,2952144,3.06,0.0,0.23395847529172897
362,3160984,3.09,0.0,0.2580387517809868
382,3373824,3.12,0.0,0.22323057055473328
402,3590664,3.67,0.0,0.22986531257629395
422,3811504,3.7,0.0,0.2312101423740387
442,4036344,3.74,0.0,0.23711379617452621
462,4265184,4.31,0.0,0.21856091916561127
482,4498024,4.35,0.0,0.2519804984331131
502,4734864,4.39,0.0,0.3144592046737671
522,4975704,4.98,0.0,0.2556322142481804
542,5220544,5.03,0.0,0.32251887023448944
562,5469384,5.07,0.0,0.3117835149168968
582,5722224,5.68,0.0,0.3219740465283394
602,5979064,5.73,0.0,0.27719419449567795
622,6239904,5.78,0.0,0.2711312845349312
642,6504744,6.41,0.0,0.29284972697496414
662,6773584,6.46,0.0,0.2837870270013809
682,7046424,6.52,0.0,0.3314269706606865
702,7323264,6.57,0.0,0.6021466106176376
722,7604104,7.23,0.0,0.32668281346559525
742,7888944,7.29,0.0,0.33916812390089035
762,8177784,7.35,0.0,0.3347201272845268
782,8470624,7.4,0.6220703125,2.323937602341175
802,8767464,7.45,0.637939453125,2.148992381989956
822,9068304,7.5,0.65380859375,2.2771116346120834
842,9373144,7.4,1.44,4.550683312118053
862,9681984,7.44,1.48,4.658195190131664
882,9994824,7.47,1.51,4.7519030049443245
902,10311664,7.21,2.48,7.329178042709827
922,10632504,7.23,2.54,7.519243285059929
942,10957344,7.25,2.59,7.645502686500549
962,11286184,7.69,2.84,8.343716152012348
982,11619024,7.71,2.9,8.49804561585188
1002,11955864,7.73,2.96,8.654162287712097
1022,12296704,7.75,3.02,8.817565627396107
1042,12641544,4.4,7.17,20.043909549713135
1062,12990384,4.48,7.17,20.09300049394369
1082,13343224,4.57,7.17,20.015793852508068
1102,13700064,4.92,7.59,21.180943585932255
1122,14060904,5.01,7.59,21.186773665249348
1142,14425744,5.1,7.59,21.15632686764002
1162,14794584,5.47,8.02,22.299034520983696
1182,15167424,5.56,8.02,22.3469203338027
1202,15544264,5.66,8.02,22.334644570946693
1222,15925104,6.05,8.44,23.484598845243454
1242,16309944,6.15,8.44,23.496972396969795
1262,16698784,6.25,8.44,23.500251583755016
1282,17091624,6.66,8.86,24.692987091839314
1302,17488464,6.77,8.86,24.64406006038189
1322,17889304,6.87,8.86,24.638780392706394
1342,18294144,5.25,10.58,29.302479699254036
1362,18702984,5.58,11.11,30.749511905014515
1382,19115824,5.66,11.14,30.825412832200527
1402,19532664,5.74,11.17,30.927839688956738
1422,19953504,6.08,11.7,32.35126845538616
1442,20378344,6.17,11.73,32.454642467200756
1462,20807184,6.25,11.76,32.50854555517435
1482,21240024,6.61,12.3,33.96897949278355
1502,21676864,6.7,12.33,34.114668145775795
1522,22117704,6.79,12.36,34.133474342525005
1542,22562544,7.16,12.9,35.57988163083792
1562,23011384,7.25,12.93,35.713373683393
1582,23464224,7.35,12.96,35.830870270729065
1602,23921064,7.73,13.51,37.280771881341934
1622,24381904,5.25,16.12,44.28369831293821
