Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.0078125, 0.01220703125, 0.01220703125, 0.018310546875]","[0.0, 0.0, 0.0, 0.0]",8.326724171638489
140,69160,"[0.01171875, 0.025634765625, 0.025634765625, 0.0341796875]","[0.0, 0.0, 0.0, 0.0]",8.27846210449934
180,110520,"[0.01171875, 0.032958984375, 0.032958984375, 0.0439453125]","[0.0, 0.0, 0.0, 0.0]",8.314121514558792
220,161480,"[0.015625, 0.0537109375, 0.0537109375, 0.067138671875]","[0.0, 0.0, 0.0, 0.0]",8.343474939465523
260,222040,"[0.01953125, 0.079345703125, 0.079345703125, 0.09521484375]","[0.0, 0.0, 0.0, 0.0]",1.8662801012396812
300,292200,"[0.01953125, 0.091552734375, 0.091552734375, 0.10986328125]","[0.0, 0.0, 0.0, 0.0]",8.333948440849781
340,371960,"[0.0234375, 0.12451171875, 0.12451171875, 0.145263671875]","[0.0, 0.0, 0.0, 0.0]",1.559145748615265
380,461320,"[0.0234375, 0.13916015625, 0.13916015625, 0.162353515625]","[0.0, 0.0, 0.0, 0.0]",1.582312397658825
420,560280,"[0.02734375, 0.179443359375, 0.179443359375, 0.205078125]","[0.0, 0.0, 0.0, 0.0]",8.372403681278229
460,668840,"[0.03125, 0.224609375, 0.224609375, 0.252685546875]","[0.0, 0.0, 0.0, 0.0]",8.413196541368961
500,787000,"[0.03125, 0.244140625, 0.244140625, 0.274658203125]","[0.0, 0.0, 0.0, 0.0]",8.381272666156292
540,914760,"[0.03515625, 0.296630859375, 0.296630859375, 0.32958984375]","[0.0, 0.0, 0.0, 0.0]",8.452444337308407
580,1052120,"[0.0390625, 0.35400390625, 0.35400390625, 0.389404296875]","[0.0, 0.0, 0.0, 0.0]",1.6174521297216415
620,1199080,"[0.0390625, 0.37841796875, 0.37841796875, 0.416259765625]","[0.0, 0.0, 0.0, 0.0]",8.426180109381676
660,1355640,"[0.04296875, 0.443115234375, 0.443115234375, 0.4833984375]","[0.0, 0.0, 0.0, 0.0]",8.38263239711523
700,1521800,"[0.04296875, 0.469970703125, 0.469970703125, 0.5126953125]","[0.0, 0.0, 0.0, 0.0]",8.477011695504189
740,1697560,"[0.046875, 0.5419921875, 0.5419921875, 0.587158203125]","[0.0, 0.0, 0.0, 0.0]",8.484468795359135
780,1882920,"[0.05078125, 0.618896484375, 0.618896484375, 0.66650390625]","[0.0, 0.0, 0.0, 0.0]",8.389513939619064
820,2077880,"[0.05078125, 0.650634765625, 0.650634765625, 0.70068359375]","[0.0, 0.0, 0.0, 0.0]",8.408889174461365
860,2282440,"[0.0546875, 0.73486328125, 0.73486328125, 0.787353515625]","[0.0, 0.0, 0.0, 0.0]",8.42143502086401
