Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.02001953125, 0.030517578125]","[0.0, 0.0]",0.8392930030822754
140,69160,"[0.037353515625, 0.059814453125]","[0.0, 0.0]",0.6999550387263298
180,110520,"[0.044677734375, 0.076904296875]","[0.0, 0.0]",0.7731383666396141
220,161480,"[0.0693359375, 0.120849609375]","[0.0, 0.0]",0.7631005719304085
260,222040,"[0.098876953125, 0.174560546875]","[0.0, 0.0]",0.7049096748232841
300,292200,"[0.111083984375, 0.201416015625]","[0.0, 0.0]",0.7757088169455528
340,371960,"[0.14794921875, 0.269775390625]","[0.0, 0.0]",0.6809495389461517
380,461320,"[0.16259765625, 0.301513671875]","[0.0, 0.0]",0.7877117022871971
420,560280,"[0.206787109375, 0.384521484375]","[0.0, 0.0]",0.7068775594234467
460,668840,"[0.255859375, 0.477294921875]","[0.0, 0.0]",0.7045594975352287
500,787000,"[0.275390625, 0.518798828125]","[0.0, 0.0]",0.8028009906411171
540,914760,"[0.331787109375, 0.626220703125]","[0.0, 0.0]",0.7084887474775314
580,1052120,"[0.39306640625, 0.743408203125]","[0.0, 0.0]",0.7502268996834755
620,1199080,"[0.41748046875, 0.794677734375]","[0.0, 0.0]",0.7889103144407272
660,1355640,"[0.486083984375, 0.926513671875]","[0.0, 0.0]",0.7157428190112114
700,1521800,"[0.512939453125, 0.982666015625]","[0.0, 0.0]",0.7881363853812218
740,1697560,"[0.5888671875, 1.13]","[0.0, 0.0]",0.7355799898505211
780,1882920,"[0.669677734375, 1.29]","[0.0, 0.0]",0.7787542417645454
820,2077880,"[0.701416015625, 1.35]","[0.0, 0.0]",0.7745306938886642
860,2282440,"[0.78955078125, 1.52]","[0.0, 0.0]",0.7953420281410217
900,2496600,"[0.882568359375, 1.7]","[0.0, 0.0]",0.8314307779073715
940,2720360,"[0.919189453125, 1.78]","[0.0, 0.0]",0.8427770808339119
980,2953720,"[1.02, 1.97]","[0.0, 0.0]",0.7536979392170906
1020,3196680,"[1.06, 2.05]","[0.0, 0.0]",0.8116252720355988
1060,3449240,"[1.17, 2.26]","[0.0, 0.0]",0.7880518719553947
1100,3711400,"[1.28, 2.48]","[0.0, 0.0]",0.7546227425336838
1140,3983160,"[1.32, 2.57]","[0.0, 0.0]",0.7747906175255775
1180,4264520,"[1.44, 2.81]","[0.0, 0.0]",0.7638987153768539
1220,4555480,"[1.57, 3.05]","[0.0, 0.0]",0.741575065255165
1260,4856040,"[1.62, 3.15]","[0.0, 0.0]",0.8124293252825737
1300,5166200,"[1.75, 3.41]","[0.0, 0.0]",0.7710903882980347
1340,5485960,"[1.8, 3.52]","[0.0, 0.0]",0.805321775972843
1380,5815320,"[1.94, 3.79]","[0.0, 0.0]",0.8465414866805077
1420,6154280,"[2.08, 4.07]","[0.0, 0.0]",0.8090147748589516
1460,6502840,"[2.14, 4.19]","[0.0, 0.0]",0.8010957390069962
1500,6861000,"[2.29, 4.49]","[0.0, 0.0]",0.8241143077611923
1540,7228760,"[2.45, 4.79]","[0.0, 0.0]",0.820537097454071
1580,7606120,"[2.51, 4.92]","[0.0, 0.0]",0.8052801713347435
1620,7993080,"[2.67, 5.24]","[0.0, 0.0]",0.8057178929448128
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",0.838350047469139
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",0.811500017642975
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",0.8417563512921333
1780,9636920,"[3.15, 6.19]","[0.0, 0.0]",0.8261603558063507
1820,10071880,"[3.33, 6.55]","[0.0, 0.0]",0.8340403437614441
1860,10516440,"[3.52, 6.93]","[0.0, 0.0]",0.8195496758818626
1900,10970600,"[3.6, 7.07]","[0.0, 0.0]",0.8343412455916405
1940,11434360,"[3.79, 7.46]","[0.0, 0.0]",0.8189436048269272
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",0.8736029267311096
2020,12390680,"[4.07, 4.07]","[0.0, 3.95]",14.676213264465332
2060,12883240,"[4.28, 4.27]","[0.0, 4.15]",15.229949727654457
2100,13385400,"[4.36, 4.36]","[0.0, 4.23]",15.488328412175179
2140,13897160,"[4.57, 4.57]","[0.0, 4.44]",16.04535523802042
2180,14418520,"[4.79, 4.79]","[0.0, 4.66]",16.694022342562675
2220,14949480,"[4.88, 4.88]","[0.0, 4.74]",16.871647909283638
2260,15490040,"[5.11, 5.1]","[0.0, 4.97]",17.531340941786766
2300,16040200,"[5.19, 5.19]","[0.0, 5.05]",17.716752365231514
2340,16599960,"[5.43, 5.43]","[0.0, 5.28]",18.35140399634838
2380,17169320,"[5.67, 5.67]","[0.0, 5.52]",18.97014770656824
2420,17748280,"[5.76, 5.76]","[0.0, 5.61]",19.21247784048319
2460,18336840,"[6.01, 6.01]","[0.0, 5.86]",19.911997951567173
2500,18935000,"[6.26, 6.26]","[0.0, 6.1]",20.581756718456745
2540,19542760,"[6.36, 6.36]","[0.0, 6.2]",20.84807027131319
2580,20160120,"[6.62, 6.61]","[0.0, 6.46]",21.56889997422695
2620,20787080,"[6.72, 6.72]","[0.0, 6.56]",21.86128031462431
