Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.02001953125, 0.030517578125]","[0.0, 0.0]",0.46043144538998604
140,69160,"[0.037353515625, 0.059814453125]","[0.0, 0.0]",0.465891994535923
180,110520,"[0.044677734375, 0.076904296875]","[0.0, 0.0]",0.46762490645051
220,161480,"[0.0693359375, 0.120849609375]","[0.0, 0.0]",0.46087564900517464
260,222040,"[0.098876953125, 0.174560546875]","[0.0, 0.0]",0.4754435643553734
300,292200,"[0.111083984375, 0.201416015625]","[0.0, 0.0]",0.4709227383136749
340,371960,"[0.14794921875, 0.269775390625]","[0.0, 0.0]",0.46843985095620155
380,461320,"[0.16259765625, 0.301513671875]","[0.0, 0.0]",0.4640485718846321
420,560280,"[0.206787109375, 0.384521484375]","[0.0, 0.0]",0.47183262184262276
460,668840,"[0.255859375, 0.477294921875]","[0.0, 0.0]",0.4817189462482929
500,787000,"[0.275390625, 0.518798828125]","[0.0, 0.0]",0.48461655154824257
540,914760,"[0.331787109375, 0.626220703125]","[0.0, 0.0]",0.48177385702729225
