Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.02001953125, 0.030517578125]","[0.0, 0.0]",0.7774243131279945
140,69160,"[0.037353515625, 0.059814453125]","[0.0, 0.0]",0.7233107462525368
180,110520,"[0.044677734375, 0.076904296875]","[0.0, 0.0]",0.7112887687981129
220,161480,"[0.0693359375, 0.120849609375]","[0.0, 0.0]",0.6772619672119617
260,222040,"[0.098876953125, 0.174560546875]","[0.0, 0.0]",0.7858616299927235
300,292200,"[0.111083984375, 0.201416015625]","[0.0, 0.0]",0.7681269198656082
340,371960,"[0.14794921875, 0.269775390625]","[0.0, 0.0]",0.7128491997718811
380,461320,"[0.16259765625, 0.301513671875]","[0.0, 0.0]",0.7290784269571304
420,560280,"[0.206787109375, 0.384521484375]","[0.0, 0.0]",0.6838813424110413
460,668840,"[0.255859375, 0.477294921875]","[0.0, 0.0]",0.8100541308522224
500,787000,"[0.275390625, 0.518798828125]","[0.0, 0.0]",0.8039390668272972
540,914760,"[0.331787109375, 0.626220703125]","[0.0, 0.0]",0.7159430533647537
580,1052120,"[0.39306640625, 0.743408203125]","[0.0, 0.0]",0.7167351432144642
620,1199080,"[0.41748046875, 0.794677734375]","[0.0, 0.0]",3.913348540663719
660,1355640,"[0.486083984375, 0.926513671875]","[0.0, 0.0]",0.7901620119810104
700,1521800,"[0.512939453125, 0.982666015625]","[0.0, 0.0]",0.7546055130660534
740,1697560,"[0.5888671875, 1.13]","[0.0, 0.0]",0.8102627471089363
780,1882920,"[0.669677734375, 1.29]","[0.0, 0.0]",0.7000206969678402
820,2077880,"[0.701416015625, 1.35]","[0.0, 0.0]",3.899184986948967
860,2282440,"[0.78955078125, 1.52]","[0.0, 0.0]",0.7643844000995159
900,2496600,"[0.882568359375, 1.7]","[0.0, 0.0]",3.9773155003786087
940,2720360,"[0.919189453125, 1.78]","[0.0, 0.0]",0.8205650374293327
980,2953720,"[1.02, 1.97]","[0.0, 0.0]",3.912893123924732
1020,3196680,"[1.06, 2.05]","[0.0, 0.0]",0.7917499169707298
1060,3449240,"[1.17, 2.26]","[0.0, 0.0]",0.8043171837925911
1100,3711400,"[1.28, 2.48]","[0.0, 0.0]",3.9054066874086857
1140,3983160,"[1.32, 2.57]","[0.0, 0.0]",0.7479093037545681
1180,4264520,"[1.44, 2.81]","[0.0, 0.0]",0.8252887055277824
1220,4555480,"[1.57, 3.05]","[0.0, 0.0]",0.7315482944250107
1260,4856040,"[1.62, 3.15]","[0.0, 0.0]",0.7585184648633003
1300,5166200,"[1.75, 3.41]","[0.0, 0.0]",0.7303194142878056
1340,5485960,"[1.8, 3.52]","[0.0, 0.0]",0.7678880356252193
1380,5815320,"[1.94, 3.79]","[0.0, 0.0]",0.7904726080596447
1420,6154280,"[2.08, 4.07]","[0.0, 0.0]",0.8006789721548557
1460,6502840,"[2.14, 4.19]","[0.0, 0.0]",2.669669222086668
1500,6861000,"[2.29, 4.49]","[0.0, 0.0]",3.914926666766405
1540,7228760,"[2.45, 4.79]","[0.0, 0.0]",0.8014473132789135
1580,7606120,"[2.51, 4.92]","[0.0, 0.0]",3.9456053636968136
1620,7993080,"[2.67, 5.24]","[0.0, 0.0]",3.9480230771005154
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",3.9548822678625584
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",0.7897838950157166
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",3.9679030887782574
1780,9636920,"[3.15, 6.19]","[0.0, 0.0]",3.934914246201515
1820,10071880,"[3.33, 6.55]","[0.0, 0.0]",3.951739054173231
1860,10516440,"[3.52, 6.93]","[0.0, 0.0]",0.7776757702231407
1900,10970600,"[3.6, 7.07]","[0.0, 0.0]",0.7624882273375988
1940,11434360,"[3.79, 7.46]","[0.0, 0.0]",3.782364074140787
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",0.8697551675140858
2020,12390680,"[4.07, 4.07]","[0.0, 3.95]",14.70972876995802
2060,12883240,"[4.28, 4.27]","[0.0, 4.15]",15.233523678034544
2100,13385400,"[4.36, 4.36]","[0.0, 4.23]",15.438437461853027
2140,13897160,"[4.57, 4.57]","[0.0, 4.44]",16.0317518748343
2180,14418520,"[4.79, 4.79]","[0.0, 4.66]",16.658085864037275
2220,14949480,"[4.88, 4.88]","[0.0, 4.74]",16.878613736480474
2260,15490040,"[5.11, 5.1]","[0.0, 4.97]",17.487360630184412
2300,16040200,"[5.19, 5.19]","[0.0, 5.05]",17.764525022357702
2340,16599960,"[5.43, 5.43]","[0.0, 5.28]",18.326452933251858
2380,17169320,"[5.67, 5.67]","[0.0, 5.52]",18.975016195327044
2420,17748280,"[5.76, 5.76]","[0.0, 5.61]",19.28515499457717
2460,18336840,"[6.01, 6.01]","[0.0, 5.86]",19.87963169813156
2500,18935000,"[6.26, 6.26]","[0.0, 6.1]",20.61419142410159
2540,19542760,"[6.36, 6.36]","[0.0, 6.2]",20.81599785014987
2580,20160120,"[6.62, 6.61]","[0.0, 6.46]",21.531890146434307
2620,20787080,"[6.72, 6.72]","[0.0, 6.56]",21.91636711359024
