Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
1162,14794584,"[1.35, 2.7, 1.42]","[8.02, 0.0, 0.0]",23.997480515390635
1182,15167424,"[1.37, 2.75, 1.45]","[8.02, 0.0, 0.0]",23.977885954082012
1202,15544264,"[1.4, 2.79, 1.47]","[8.02, 0.0, 0.0]",23.996250238269567
1222,15925104,"[1.49, 2.99, 1.57]","[8.44, 0.0, 0.0]",25.13453969731927
1242,16309944,"[1.52, 3.04, 1.59]","[8.44, 0.0, 0.0]",25.14817100018263
1262,16698784,"[1.54, 3.09, 1.62]","[8.44, 0.0, 0.0]",25.126879569143057
1282,17091624,"[1.65, 3.29, 1.72]","[8.86, 0.0, 0.0]",26.29642840474844
1302,17488464,"[1.67, 3.34, 1.75]","[8.86, 0.0, 0.0]",26.313967537134886
1322,17889304,"[1.7, 3.39, 1.78]","[8.86, 0.0, 0.0]",26.31949633359909
1342,18294144,"[1.72, 3.45, 1.8]","[8.86, 0.0, 0.0]",26.316933799535036
1362,18702984,"[1.83, 3.66, 1.91]","[9.28, 0.0, 0.0]",27.42427634075284
1382,19115824,"[1.86, 3.72, 1.94]","[9.28, 0.0, 0.0]",27.427205815911293
1402,19532664,"[1.89, 3.77, 1.97]","[9.28, 0.0, 0.0]",27.495170012116432
1422,19953504,"[2.0, 4.0, 2.09]","[9.7, 0.0, 0.0]",28.62766059115529
1442,20378344,"[2.03, 4.05, 2.12]","[9.7, 0.0, 0.0]",28.594665694981813
1462,20807184,"[2.06, 4.11, 2.14]","[9.7, 0.0, 0.0]",28.58702139928937
1482,21240024,"[2.17, 4.35, 2.26]","[10.12, 0.0, 0.0]",29.73052766174078
1502,21676864,"[2.2, 4.41, 2.29]","[10.12, 0.0, 0.0]",29.743056744337082
1522,22117704,"[2.23, 4.46, 2.33]","[10.12, 0.0, 0.0]",29.793418012559414
1542,22562544,"[2.36, 4.71, 2.45]","[10.55, 0.0, 0.0]",30.887772794812918
1562,23011384,"[2.39, 4.77, 2.48]","[10.55, 0.0, 0.0]",30.865107662975788
1582,23464224,"[2.42, 4.83, 2.51]","[10.55, 0.0, 0.0]",30.888093635439873
1602,23921064,"[2.55, 5.09, 2.64]","[10.97, 0.0, 0.0]",32.020569778978825
