Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.0078125, 0.042724609375]","[0.0, 0.0]",0.7304074242711067
140,69160,"[0.01171875, 0.08544921875]","[0.0, 0.0]",0.7510539144277573
180,110520,"[0.01171875, 0.10986328125]","[0.0, 0.0]",0.6803618744015694
220,161480,"[0.015625, 0.174560546875]","[0.0, 0.0]",0.788956880569458
260,222040,"[0.01953125, 0.25390625]","[0.0, 0.0]",0.8014896884560585
300,292200,"[0.01953125, 0.29296875]","[0.0, 0.0]",0.7556276395916939
340,371960,"[0.0234375, 0.394287109375]","[0.0, 0.0]",0.8208425715565681
380,461320,"[0.0234375, 0.440673828125]","[0.0, 0.0]",0.766318291425705
420,560280,"[0.02734375, 0.56396484375]","[0.0, 0.0]",0.7248828187584877
460,668840,"[0.03125, 0.701904296875]","[0.0, 0.0]",0.7122866809368134
500,787000,"[0.03125, 0.762939453125]","[0.0, 0.0]",0.7646912708878517
540,914760,"[0.03515625, 0.9228515625]","[0.0, 0.0]",0.7060235366225243
580,1052120,"[0.0390625, 1.1]","[0.0, 0.0]",0.772443599998951
620,1199080,"[0.0390625, 1.17]","[0.0, 0.0]",3.8441624492406845
660,1355640,"[0.04296875, 1.37]","[0.0, 0.0]",3.918156959116459
700,1521800,"[0.04296875, 1.45]","[0.0, 0.0]",3.9407815784215927
740,1697560,"[0.046875, 1.67]","[0.0, 0.0]",3.9296234026551247
780,1882920,"[0.05078125, 1.9]","[0.0, 0.0]",3.9678672328591347
820,2077880,"[0.05078125, 2.0]","[0.0, 0.0]",3.89938335865736
860,2282440,"[0.0546875, 2.26]","[0.0, 0.0]",3.9345426484942436
900,2496600,"[0.05859375, 2.53]","[0.0, 0.0]",3.9574438706040382
940,2720360,"[0.05859375, 2.64]","[0.0, 0.0]",3.948402591049671
980,2953720,"[0.0625, 2.93]","[0.0, 0.0]",3.923746757209301
1020,3196680,"[0.0625, 3.05]","[0.0, 0.0]",3.9681661874055862
1060,3449240,"[0.06640625, 3.36]","[0.0, 0.0]",3.8883518427610397
1100,3711400,"[0.0703125, 3.69]","[0.0, 0.0]",3.9413897320628166
1140,3983160,"[0.0703125, 3.83]","[0.0, 0.0]",3.953373059630394
1180,4264520,"[0.07421875, 4.18]","[0.0, 0.0]",3.920239396393299
1220,4555480,"[0.078125, 4.54]","[0.0, 0.0]",3.9532575756311417
1260,4856040,"[0.078125, 4.69]","[0.0, 0.0]",3.9152102544903755
1300,5166200,"[0.08203125, 5.08]","[0.0, 0.0]",3.938932903110981
1340,5485960,"[0.08203125, 5.23]","[0.0, 0.0]",3.94287146627903
1380,5815320,"[0.0859375, 5.64]","[0.0, 0.0]",3.9551714435219765
1420,6154280,"[0.08984375, 6.07]","[0.0, 0.0]",3.993186168372631
1460,6502840,"[0.08984375, 6.24]","[0.0, 0.0]",3.9836810901761055
1500,6861000,"[0.09375, 6.68]","[0.0, 0.0]",4.006393253803253
1540,7228760,"[0.09765625, 7.14]","[0.0, 0.0]",3.987998701632023
1580,7606120,"[0.09765625, 7.33]","[0.0, 0.0]",3.954966552555561
1620,7993080,"[2.67, 5.24]","[0.0, 0.0]",3.943275660276413
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",3.978898748755455
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",3.9198091253638268
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",3.959248773753643
1780,9636920,"[3.15, 6.19]","[0.0, 0.0]",3.9687659591436386
1820,10071880,"[3.33, 6.55]","[0.0, 0.0]",3.9901472628116608
1860,10516440,"[3.52, 6.93]","[0.0, 0.0]",1.0488489642739296
1900,10970600,"[3.6, 7.07]","[0.0, 0.0]",3.9763376116752625
1940,11434360,"[3.79, 7.46]","[0.0, 0.0]",3.9657969027757645
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",3.969765268266201
2020,12390680,"[4.07, 0.123291015625]","[7.89, 0.0]",14.779938384890556
2060,12883240,"[4.28, 0.125732421875]","[8.3, 0.0]",15.326990745961666
2100,13385400,"[4.36, 0.128173828125]","[8.46, 0.0]",15.515281818807125
2140,13897160,"[4.57, 0.130615234375]","[8.88, 0.0]",16.090797260403633
2180,14418520,"[4.79, 0.133056640625]","[9.31, 0.0]",16.679960303008556
2220,14949480,"[4.88, 0.135498046875]","[9.48, 0.0]",16.92358497530222
2260,15490040,"[5.11, 0.137939453125]","[9.93, 0.0]",17.517981119453907
2300,16040200,"[5.19, 0.140380859375]","[10.11, 0.0]",17.75882299989462
2340,16599960,"[5.43, 0.142822265625]","[10.57, 0.0]",18.433496356010437
2380,17169320,"[5.67, 0.145263671875]","[11.04, 0.0]",19.069314002990723
2420,17748280,"[5.76, 0.147705078125]","[11.23, 0.0]",19.27826553583145
2460,18336840,"[6.01, 0.150146484375]","[11.71, 0.0]",19.915216602385044
2500,18935000,"[6.26, 0.152587890625]","[12.21, 0.0]",20.65572328865528
2540,19542760,"[6.36, 0.155029296875]","[12.4, 0.0]",20.899060182273388
2580,20160120,"[6.62, 0.157470703125]","[12.91, 0.0]",21.58227749168873
2620,20787080,"[6.72, 0.159912109375]","[13.11, 0.0]",21.875305101275444
