Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.020751953125, 0.05419921875]","[0.0, 0.0]",2.269679680466652
42,272498688,"[0.02734375, 0.073974609375]","[0.0, 0.0]",3.0261899810284376
52,414056448,"[0.03173828125, 0.087158203125]","[0.0, 0.0]",3.4936999436467886
62,585105408,"[0.038330078125, 0.10693359375]","[0.0, 0.0]",4.328441573306918
72,785645568,"[0.08544921875, 0.240234375]","[0.0, 0.0]",5.602085730060935
82,1015676928,"[0.0986328125, 0.27978515625]","[0.0, 0.0]",7.390186423435807
92,1275199488,"[0.107421875, 0.30615234375]","[0.0, 0.0]",8.530188351869583
102,1564213248,"[0.12060546875, 0.345703125]","[0.0, 0.0]",9.376815054565668
112,1882718208,"[0.12939453125, 0.3720703125]","[0.0, 0.0]",9.777311934158206
122,2230714368,"[0.142578125, 0.41162109375]","[0.0, 0.0]",13.622851809486747
132,2608201728,"[0.22705078125, 0.656982421875]","[0.0, 0.0]",14.38986323773861
142,3015180288,"[0.246826171875, 0.71630859375]","[0.0, 0.0]",16.49397239089012
152,3451650048,"[0.260009765625, 0.755859375]","[0.0, 0.0]",18.245747545734048
162,3917611008,"[0.27978515625, 0.815185546875]","[0.0, 0.0]",18.21075868792832
172,4413063168,"[0.29296875, 0.854736328125]","[0.0, 0.0]",18.45662551932037
182,4938006528,"[0.312744140625, 0.9140625]","[0.0, 0.0]",19.526793155819178
192,5492441088,"[0.325927734375, 0.95361328125]","[0.0, 0.0]",21.696446929126978
202,6076366848,"[0.4609375, 1.35]","[0.0, 0.0]",24.25326034426689
212,6689783808,"[0.478515625, 1.4]","[0.0, 0.0]",23.685598047450185
222,7332691968,"[0.5048828125, 1.48]","[0.0, 0.0]",27.53588231280446
232,8005091328,"[0.5224609375, 1.54]","[0.0, 0.0]",28.638216899707913
242,8706981888,"[0.548828125, 1.61]","[0.0, 0.0]",28.515486977994442
252,9438363648,"[0.56640625, 1.67]","[0.0, 0.0]",30.83675540983677
262,10199236608,"[0.740966796875, 2.18]","[0.0, 0.0]",33.64520287141204
272,10989600768,"[0.762939453125, 2.25]","[0.0, 0.0]",34.76088237948716
282,11809456128,"[0.7958984375, 2.35]","[0.0, 0.0]",35.069400910288095
292,12658802688,"[0.81787109375, 2.41]","[0.0, 0.0]",36.63295065052807
302,13537640448,"[0.850830078125, 2.51]","[0.0, 0.0]",39.38822913914919
312,14445969408,"[0.872802734375, 2.58]","[0.0, 0.0]",40.3517154045403
322,15383789568,"[1.09, 3.21]","[0.0, 0.0]",43.56192145496607
332,16351100928,"[1.11, 3.29]","[0.0, 0.0]",44.2764051258564
342,17347903488,"[1.15, 3.41]","[0.0, 0.0]",47.76933393441141
352,18374197248,"[1.18, 3.49]","[0.0, 0.0]",48.813993809744716
362,19429982208,"[1.22, 3.61]","[0.0, 0.0]",49.94506691582501
372,20515258368,"[1.25, 3.69]","[0.0, 0.0]",51.466945791617036
382,21630025728,"[1.28, 3.81]","[0.0, 0.0]",52.90189711377025
392,22774284288,"[1.53, 4.53]","[0.0, 0.0]",54.21301638893783
402,23948034048,"[1.58, 4.67]","[0.0, 0.0]",56.85306557826698
412,25151275008,"[1.61, 4.76]","[0.0, 0.0]",58.19076789543033
422,26384007168,"[1.65, 4.9]","[0.0, 0.0]",61.51899485848844
432,27646230528,"[1.68, 4.99]","[0.0, 0.0]",61.80731346830726
442,28937945088,"[1.73, 5.13]","[0.0, 0.0]",63.22587819583714
452,30259150848,"[2.01, 5.97]","[0.0, 0.0]",65.53239409066737
462,31609847808,"[2.06, 6.13]","[0.0, 0.0]",66.1198241058737
472,32990035968,"[2.1, 6.23]","[0.0, 0.0]",68.76115907169878
482,34399715328,"[2.15, 6.39]","[0.0, 0.0]",69.49881127104163
492,35838885888,"[2.19, 6.5]","[0.0, 0.0]",70.68822332844138
502,37307547648,"[2.24, 4.44]","[0.0, 2.22]",95.7071294542402
512,38805700608,"[2.28, 4.51]","[0.0, 2.25]",97.3333609290421
522,40333344768,"[2.62, 5.19]","[0.0, 2.59]",103.32958449423313
532,41890480128,"[2.66, 5.27]","[0.0, 2.63]",105.91948903352022
542,43477106688,"[2.72, 5.39]","[0.0, 2.69]",107.70513911545277
552,45093224448,"[2.76, 5.47]","[0.0, 2.73]",109.59410956315696
562,46738833408,"[2.82, 5.59]","[0.0, 2.79]",113.20639527589083
572,48413933568,"[2.86, 5.66]","[0.0, 2.83]",115.01113940216601
582,50118524928,"[3.24, 3.21]","[0.0, 6.43]",179.83145640790462
592,51852607488,"[3.28, 3.26]","[0.0, 6.51]",184.92193447612226
602,53616181248,"[3.35, 3.32]","[0.0, 6.65]",188.90906176157296
612,55409246208,"[3.39, 3.37]","[0.0, 6.73]",194.34548206441104
622,57231802368,"[3.46, 3.43]","[0.0, 6.87]",199.16746192798018
632,59083849728,"[3.5, 3.48]","[0.0, 6.95]",205.4139621965587
642,60965388288,"[3.93, 3.9]","[0.0, 7.79]",223.26071748323739
652,62876418048,"[3.97, 3.95]","[0.0, 7.89]",225.05205049552023
662,64816939008,"[4.05, 4.02]","[0.0, 8.04]",228.76398492977023
672,66786951168,"[4.1, 4.07]","[0.0, 8.13]",231.21157981827855
682,68786454528,"[4.17, 4.14]","[0.0, 8.28]",235.5048397500068
692,70815449088,"[4.22, 4.19]","[0.0, 8.37]",237.97605065070093
702,72873934848,"[4.29, 4.26]","[0.0, 8.52]",241.63648131676018
