Num filters,# MACs,Inference time
32,160432128,2.9863379895687103
42,272498688,9.034208953380585
52,414056448,6.62798248231411
62,585105408,12.530144304037094
72,785645568,11.834276840090752
82,1015676928,19.618984311819077
92,1275199488,18.514683470129967
102,1564213248,28.352830559015274
112,1882718208,26.66543237864971
122,2230714368,38.515711203217506
132,2608201728,36.627812311053276
142,3015180288,50.36633275449276
152,3451650048,48.18115942180157
162,3917611008,63.59943747520447
172,4413063168,61.143165454268456
182,4938006528,78.73248867690563
192,5492441088,75.75234025716782
202,6076366848,95.25852091610432
212,6689783808,92.00721979141235
222,7332691968,113.28683979809284
232,8005091328,110.01965589821339
242,8706981888,134.25631634891033
252,9438363648,129.14960272610188
262,10199236608,156.05443716049194
272,10989600768,152.07937359809875
282,11809456128,181.61947466433048
292,12658802688,177.02553234994411
302,13537640448,204.66477423906326
312,14445969408,199.54204559326172
322,15383789568,228.33671420812607
332,16351100928,225.57245381176472
342,17347903488,262.77407072484493
352,18374197248,256.7165717482567
362,19429982208,293.2080775499344
372,20515258368,287.17733547091484
382,21630025728,327.9604222625494
392,22774284288,321.7057082802057
402,23948034048,362.120209261775
412,25151275008,355.1922533661127
422,26384007168,398.9088889211416
432,27646230528,389.8866008967161
442,28937945088,434.7953237593174
452,30259150848,427.340991795063
462,31609847808,473.3955804258585
472,32990035968,465.57031013071537
482,34399715328,512.5302243977785
492,35838885888,503.4172981977463
502,37307547648,558.0963548272848
512,38805700608,544.3440768867731
522,40333344768,600.1676619052887
532,41890480128,590.2967136353254
542,43477106688,652.5157261639833
552,45093224448,636.3146938383579
562,46738833408,699.1668306291103
572,48413933568,682.8923523426056
582,50118524928,744.361836463213
592,51852607488,730.779517441988
602,53616181248,797.2398102283478
612,55409246208,783.8734518736601
622,57231802368,853.9186287671328
632,59083849728,835.5131950229406
642,60965388288,907.0559311658144
652,62876418048,888.64322938025
662,64816939008,955.9443015605211
672,66786951168,939.7121891379356
682,68786454528,1011.7818415164948
692,70815449088,990.132151171565
702,72873934848,1069.4878213107586
