Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
100,379699200,0.1162109375,0.0,4.283227228719478
125,589824000,0.14697265625,0.0,4.965929813080966
150,846028800,0.260009765625,0.0,5.886557991757537
175,1148313600,0.299560546875,0.0,5.181582258882547
200,1496678400,0.4521484375,0.0,6.450652314180678
225,1891123200,0.513671875,0.0,7.301614295239702
250,2331648000,0.56640625,0.0,7.4879503808915615
275,2818252800,0.77392578125,0.0,9.084524328096045
300,3350937600,0.83984375,0.0,12.737466821992639
325,3929702400,1.1,0.0,13.628898268433833
350,4554547200,1.18,0.0,15.692505472800647
375,5225472000,1.26,0.0,16.64906231724102
400,5942476800,1.56,0.0,17.700312042966335
425,6705561600,1.67,0.0,18.809912810948763
450,7514726400,2.01,0.0,18.876815468750216
475,8369971200,2.12,0.0,21.786142902618106
500,9271296000,2.22,0.0,22.815545320021684
525,10218700800,2.64,0.0,24.683399441078155
550,11212185600,2.76,0.0,25.25716568484451
575,12251750400,2.88,0.0,26.82776546877141
600,13337395200,3.33,0.0,28.625446578694714
625,14469120000,3.48,0.0,30.072622852531648
650,15646924800,3.97,0.0,34.53390049569384
675,16870809600,4.12,0.0,35.862848007430635
700,18140774400,4.26,0.0,36.61619288602261
725,19456819200,4.84,0.0,39.747951251238284
750,20818944000,5.0,0.0,42.13260119837342
