Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.020751953125, 0.01806640625, 0.0361328125]","[0.0, 0.0, 0.0]",2.121842436026782
42,272498688,"[0.02734375, 0.024658203125, 0.04931640625]","[0.0, 0.0, 0.0]",2.8257329342886806
52,414056448,"[0.03173828125, 0.029052734375, 0.05810546875]","[0.0, 0.0, 0.0]",3.5693453741259873
62,585105408,"[0.038330078125, 0.03564453125, 0.0712890625]","[0.0, 0.0, 0.0]",4.0169176063500345
72,785645568,"[0.08544921875, 0.080078125, 0.16015625]","[0.0, 0.0, 0.0]",5.701337812934071
82,1015676928,"[0.0986328125, 0.09326171875, 0.1865234375]","[0.0, 0.0, 0.0]",6.05910190846771
92,1275199488,"[0.107421875, 0.10205078125, 0.2041015625]","[0.0, 0.0, 0.0]",6.278516713064164
102,1564213248,"[0.12060546875, 0.115234375, 0.23046875]","[0.0, 0.0, 0.0]",7.421000152826309
112,1882718208,"[0.12939453125, 0.1240234375, 0.248046875]","[0.0, 0.0, 0.0]",8.772193361073732
122,2230714368,"[0.142578125, 0.13720703125, 0.2744140625]","[0.0, 0.0, 0.0]",8.898980761878192
132,2608201728,"[0.22705078125, 0.218994140625, 0.43798828125]","[0.0, 0.0, 0.0]",10.766812975052744
142,3015180288,"[0.246826171875, 0.23876953125, 0.4775390625]","[0.0, 0.0, 0.0]",11.366611204575747
152,3451650048,"[0.260009765625, 0.251953125, 0.50390625]","[0.0, 0.0, 0.0]",12.279444998130202
162,3917611008,"[0.27978515625, 0.271728515625, 0.54345703125]","[0.0, 0.0, 0.0]",12.827328939456493
172,4413063168,"[0.29296875, 0.284912109375, 0.56982421875]","[0.0, 0.0, 0.0]",13.929904294200242
182,4938006528,"[0.312744140625, 0.3046875, 0.609375]","[0.0, 0.0, 0.0]",15.50309190992266
192,5492441088,"[0.325927734375, 0.31787109375, 0.6357421875]","[0.0, 0.0, 0.0]",15.472922171466053
202,6076366848,"[0.4609375, 0.4501953125, 0.900390625]","[0.0, 0.0, 0.0]",15.762447593733667
212,6689783808,"[0.478515625, 0.4677734375, 0.935546875]","[0.0, 0.0, 0.0]",15.613807863555849
222,7332691968,"[0.5048828125, 0.494140625, 0.98828125]","[0.0, 0.0, 0.0]",17.634681130293757
232,8005091328,"[0.5224609375, 0.51171875, 1.02]","[0.0, 0.0, 0.0]",20.40851257974282
242,8706981888,"[0.548828125, 0.5380859375, 1.08]","[0.0, 0.0, 0.0]",21.209311350248754
252,9438363648,"[0.56640625, 0.5556640625, 1.11]","[0.0, 0.0, 0.0]",22.145445006899536
262,10199236608,"[0.740966796875, 0.7275390625, 1.46]","[0.0, 0.0, 0.0]",19.271151784341782
272,10989600768,"[0.762939453125, 0.74951171875, 1.5]","[0.0, 0.0, 0.0]",21.81746022310108
282,11809456128,"[0.7958984375, 0.782470703125, 1.56]","[0.0, 0.0, 0.0]",21.150640423875302
