Num filters,# MACs,Inference time
32,160432128,2.0321421325206757
42,272498688,4.550263285636902
52,414056448,4.5858994126319885
62,585105408,7.773187011480331
72,785645568,7.150193676352501
82,1015676928,11.925384402275085
92,1275199488,11.308124288916588
102,1564213248,17.084889113903046
112,1882718208,15.221521258354187
122,2230714368,20.29336988925934
132,2608201728,19.53895390033722
142,3015180288,26.362024247646332
152,3451650048,25.293953716754913
162,3917611008,33.16497802734375
172,4413063168,33.80073793232441
182,4938006528,40.787504985928535
192,5492441088,39.401426911354065
202,6076366848,49.4496114552021
212,6689783808,47.927211970090866
222,7332691968,58.690208941698074
232,8005091328,57.12972395122051
242,8706981888,73.0449166148901
252,9438363648,66.8808575719595
262,10199236608,79.70181852579117
272,10989600768,77.57635228335857
282,11809456128,91.69066697359085
292,12658802688,89.20823782682419
302,13537640448,104.12815026938915
312,14445969408,101.91324353218079
322,15383789568,117.0155368745327
332,16351100928,114.74750004708767
342,17347903488,131.78063742816448
352,18374197248,128.84905748069286
362,19429982208,146.70258201658726
372,20515258368,159.65593978762627
382,21630025728,180.59410713613033
392,22774284288,176.84585601091385
402,23948034048,199.3162054568529
412,25151275008,195.86849398911
422,26384007168,219.2038670182228
432,27646230528,214.73846025764942
442,28937945088,240.0268241763115
452,30259150848,235.82213185727596
462,31609847808,261.4305652678013
472,32990035968,256.76295161247253
482,34399715328,284.0300891548395
492,35838885888,279.3477587401867
502,37307547648,307.0477116852999
512,38805700608,302.48785950243473
522,40333344768,331.4219079911709
532,41890480128,326.48432441055775
542,43477106688,357.90841840207577
552,45093224448,352.33500972390175
562,46738833408,385.2891195565462
572,48413933568,380.8755371719599
582,50118524928,413.27942721545696
592,51852607488,405.88184259831905
602,53616181248,441.86728820204735
612,55409246208,434.3332927674055
622,57231802368,475.05672834813595
632,59083849728,464.12342227995396
642,60965388288,500.0195913016796
652,62876418048,506.2274057418108
662,64816939008,531.4076263457537
672,66786951168,523.4318822622299
682,68786454528,563.5396968573332
692,70815449088,555.5843058973551
702,72873934848,595.7577638328075
