Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.002685546875, 0.01806640625, 0.01806640625, 0.0361328125]","[0.0, 0.0, 0.0, 0.0]",1.5759988012723625
42,272498688,"[0.002685546875, 0.024658203125, 0.024658203125, 0.04931640625]","[0.0, 0.0, 0.0, 0.0]",2.159965115133673
52,414056448,"[0.002685546875, 0.029052734375, 0.029052734375, 0.05810546875]","[0.0, 0.0, 0.0, 0.0]",2.6660260930657387
62,585105408,"[0.002685546875, 0.03564453125, 0.03564453125, 0.0712890625]","[0.0, 0.0, 0.0, 0.0]",3.2787617738358676
72,785645568,"[0.00537109375, 0.080078125, 0.080078125, 0.16015625]","[0.0, 0.0, 0.0, 0.0]",3.992655382025987
82,1015676928,"[0.00537109375, 0.09326171875, 0.09326171875, 0.1865234375]","[0.0, 0.0, 0.0, 0.0]",4.702814728952944
92,1275199488,"[0.00537109375, 0.10205078125, 0.10205078125, 0.2041015625]","[0.0, 0.0, 0.0, 0.0]",5.102225195150822
102,1564213248,"[0.00537109375, 0.115234375, 0.115234375, 0.23046875]","[0.0, 0.0, 0.0, 0.0]",5.747895480599254
112,1882718208,"[0.00537109375, 0.1240234375, 0.1240234375, 0.248046875]","[0.0, 0.0, 0.0, 0.0]",6.294842523057014
122,2230714368,"[0.00537109375, 0.13720703125, 0.13720703125, 0.2744140625]","[0.0, 0.0, 0.0, 0.0]",6.804463709704578
132,2608201728,"[0.008056640625, 0.218994140625, 0.218994140625, 0.43798828125]","[0.0, 0.0, 0.0, 0.0]",7.700260353740305
142,3015180288,"[0.008056640625, 0.23876953125, 0.23876953125, 0.4775390625]","[0.0, 0.0, 0.0, 0.0]",7.942285537719727
152,3451650048,"[0.008056640625, 0.251953125, 0.251953125, 0.50390625]","[0.0, 0.0, 0.0, 0.0]",8.6628174665384
162,3917611008,"[0.008056640625, 0.271728515625, 0.271728515625, 0.54345703125]","[0.0, 0.0, 0.0, 0.0]",9.3753507360816
172,4413063168,"[0.008056640625, 0.284912109375, 0.284912109375, 0.56982421875]","[0.0, 0.0, 0.0, 0.0]",9.597452371381223
182,4938006528,"[0.008056640625, 0.3046875, 0.3046875, 0.609375]","[0.0, 0.0, 0.0, 0.0]",10.148172355256975
192,5492441088,"[0.008056640625, 0.31787109375, 0.31787109375, 0.6357421875]","[0.0, 0.0, 0.0, 0.0]",11.003198409453034
202,6076366848,"[0.0107421875, 0.4501953125, 0.4501953125, 0.900390625]","[0.0, 0.0, 0.0, 0.0]",12.290561986155808
212,6689783808,"[0.0107421875, 0.4677734375, 0.4677734375, 0.935546875]","[0.0, 0.0, 0.0, 0.0]",12.587184584699571
222,7332691968,"[0.0107421875, 0.494140625, 0.494140625, 0.98828125]","[0.0, 0.0, 0.0, 0.0]",13.313755795825273
232,8005091328,"[0.0107421875, 0.51171875, 0.51171875, 1.02]","[0.0, 0.0, 0.0, 0.0]",13.697872911579907
242,8706981888,"[0.0107421875, 0.5380859375, 0.5380859375, 1.08]","[0.0, 0.0, 0.0, 0.0]",14.620271602179855
252,9438363648,"[0.0107421875, 0.5556640625, 0.5556640625, 1.11]","[0.0, 0.0, 0.0, 0.0]",15.320754940621555
262,10199236608,"[0.013427734375, 0.7275390625, 0.7275390625, 1.46]","[0.0, 0.0, 0.0, 0.0]",16.828617865685374
272,10989600768,"[0.013427734375, 0.74951171875, 0.74951171875, 1.5]","[0.0, 0.0, 0.0, 0.0]",17.577109227422625
