Num filters,# MACs,On chip mem used,Off chip mem used,Inference time
32,160432128,"[0.020751953125, 0.01806640625, 0.0361328125]","[0.0, 0.0, 0.0]",3.4480569884181023
42,272498688,"[0.02734375, 0.024658203125, 0.04931640625]","[0.0, 0.0, 0.0]",4.592253360897303
52,414056448,"[0.03173828125, 0.029052734375, 0.05810546875]","[0.0, 0.0, 0.0]",5.3937656339257956
62,585105408,"[0.038330078125, 0.03564453125, 0.0712890625]","[0.0, 0.0, 0.0]",6.6094049252569675
72,785645568,"[0.08544921875, 0.080078125, 0.16015625]","[0.0, 0.0, 0.0]",8.176757721230388
82,1015676928,"[0.0986328125, 0.09326171875, 0.1865234375]","[0.0, 0.0, 0.0]",9.466956369578838
92,1275199488,"[0.107421875, 0.10205078125, 0.2041015625]","[0.0, 0.0, 0.0]",11.647352017462254
102,1564213248,"[0.12060546875, 0.115234375, 0.23046875]","[0.0, 0.0, 0.0]",12.786187697201967
112,1882718208,"[0.12939453125, 0.1240234375, 0.248046875]","[0.0, 0.0, 0.0]",14.099226566031575
122,2230714368,"[0.142578125, 0.13720703125, 0.2744140625]","[0.0, 0.0, 0.0]",16.247851075604558
132,2608201728,"[0.22705078125, 0.218994140625, 0.43798828125]","[0.0, 0.0, 0.0]",19.6277208160609
142,3015180288,"[0.246826171875, 0.23876953125, 0.4775390625]","[0.0, 0.0, 0.0]",20.189946983009577
152,3451650048,"[0.260009765625, 0.251953125, 0.50390625]","[0.0, 0.0, 0.0]",20.529202418401837
162,3917611008,"[0.27978515625, 0.271728515625, 0.54345703125]","[0.0, 0.0, 0.0]",23.82337348535657
172,4413063168,"[0.29296875, 0.284912109375, 0.56982421875]","[0.0, 0.0, 0.0]",24.740569991990924
182,4938006528,"[0.312744140625, 0.3046875, 0.609375]","[0.0, 0.0, 0.0]",28.574616415426135
192,5492441088,"[0.325927734375, 0.31787109375, 0.6357421875]","[0.0, 0.0, 0.0]",30.067678075283766
202,6076366848,"[0.4609375, 0.4501953125, 0.900390625]","[0.0, 0.0, 0.0]",32.85666019655764
212,6689783808,"[0.478515625, 0.4677734375, 0.935546875]","[0.0, 0.0, 0.0]",33.891708590090275
222,7332691968,"[0.5048828125, 0.494140625, 0.98828125]","[0.0, 0.0, 0.0]",35.16134689562023
232,8005091328,"[0.5224609375, 0.51171875, 1.02]","[0.0, 0.0, 0.0]",36.68014798313379
242,8706981888,"[0.548828125, 0.5380859375, 1.08]","[0.0, 0.0, 0.0]",38.39034051634371
252,9438363648,"[0.56640625, 0.5556640625, 1.11]","[0.0, 0.0, 0.0]",39.31900882162154
262,10199236608,"[0.740966796875, 0.7275390625, 1.46]","[0.0, 0.0, 0.0]",42.77666099369526
272,10989600768,"[0.762939453125, 0.74951171875, 1.5]","[0.0, 0.0, 0.0]",43.90736506320536
282,11809456128,"[0.7958984375, 0.782470703125, 1.56]","[0.0, 0.0, 0.0]",45.70883745327592
292,12658802688,"[0.81787109375, 0.804443359375, 1.61]","[0.0, 0.0, 0.0]",46.76575749181211
302,13537640448,"[0.850830078125, 0.83740234375, 1.67]","[0.0, 0.0, 0.0]",49.444713396951556
312,14445969408,"[0.872802734375, 0.859375, 1.72]","[0.0, 0.0, 0.0]",49.969573970884085
322,15383789568,"[1.09, 1.07, 2.14]","[0.0, 0.0, 0.0]",53.67971700616181
332,16351100928,"[1.11, 1.1, 2.19]","[0.0, 0.0, 0.0]",55.12262834236026
342,17347903488,"[1.15, 1.14, 2.27]","[0.0, 0.0, 0.0]",59.50153060257435
352,18374197248,"[1.18, 1.16, 2.33]","[0.0, 0.0, 0.0]",62.936953872442245
362,19429982208,"[1.22, 1.2, 2.41]","[0.0, 0.0, 0.0]",65.19040614552796
372,20515258368,"[1.25, 1.23, 2.46]","[0.0, 0.0, 0.0]",67.23872059956193
382,21630025728,"[1.28, 1.27, 2.54]","[0.0, 0.0, 0.0]",69.37447995692492
392,22774284288,"[1.53, 1.51, 3.02]","[0.0, 0.0, 0.0]",71.03889147564769
402,23948034048,"[1.58, 1.56, 3.11]","[0.0, 0.0, 0.0]",73.77893695048988
412,25151275008,"[1.61, 1.59, 3.18]","[0.0, 0.0, 0.0]",75.1595890019089
422,26384007168,"[1.65, 1.63, 3.27]","[0.0, 0.0, 0.0]",78.88266845233738
432,27646230528,"[1.68, 1.66, 3.33]","[0.0, 0.0, 0.0]",81.062037428841
442,28937945088,"[1.73, 1.71, 3.42]","[0.0, 0.0, 0.0]",84.44318894483149
452,30259150848,"[2.01, 1.99, 3.98]","[0.0, 0.0, 0.0]",87.45130584388971
462,31609847808,"[2.06, 2.04, 4.09]","[0.0, 0.0, 0.0]",91.42520841769874
472,32990035968,"[2.1, 2.08, 4.16]","[0.0, 0.0, 0.0]",96.4739341288805
482,34399715328,"[2.15, 2.13, 4.26]","[0.0, 0.0, 0.0]",100.77118120715022
492,35838885888,"[2.19, 2.17, 4.33]","[0.0, 0.0, 0.0]",101.91329815238714
502,37307547648,"[2.24, 2.22, 4.44]","[0.0, 0.0, 0.0]",103.25545297563076
512,38805700608,"[2.28, 2.25, 4.51]","[0.0, 0.0, 0.0]",107.99093084782362
522,40333344768,"[2.62, 2.59, 5.19]","[0.0, 0.0, 0.0]",109.19097661785781
532,41890480128,"[2.66, 2.63, 5.27]","[0.0, 0.0, 0.0]",111.2336913049221
542,43477106688,"[2.72, 2.69, 5.39]","[0.0, 0.0, 0.0]",113.68474971316755
552,45093224448,"[2.76, 2.73, 5.47]","[0.0, 0.0, 0.0]",115.50271303206682
562,46738833408,"[2.82, 2.79, 5.59]","[0.0, 0.0, 0.0]",117.09823377430439
572,48413933568,"[2.86, 2.83, 5.66]","[0.0, 0.0, 0.0]",119.7987831607461
582,50118524928,"[3.24, 3.21, 3.21]","[0.0, 0.0, 3.21]",165.39549736864865
592,51852607488,"[3.28, 3.26, 3.26]","[0.0, 0.0, 3.26]",170.70670193061233
602,53616181248,"[3.35, 3.32, 3.32]","[0.0, 0.0, 3.32]",174.10432850010693
612,55409246208,"[3.39, 3.37, 3.37]","[0.0, 0.0, 3.37]",178.71305386163294
622,57231802368,"[3.46, 3.43, 3.43]","[0.0, 0.0, 3.43]",182.51972078159451
632,59083849728,"[3.5, 3.48, 3.48]","[0.0, 0.0, 3.48]",186.81664316542447
642,60965388288,"[3.93, 3.9, 3.9]","[0.0, 0.0, 3.9]",199.5386090055108
652,62876418048,"[3.97, 3.95, 3.95]","[0.0, 0.0, 3.95]",204.9845785368234
662,64816939008,"[4.05, 4.02, 4.02]","[0.0, 0.0, 4.02]",209.6428999044001
672,66786951168,"[4.1, 4.07, 4.07]","[0.0, 0.0, 4.07]",211.94784800335765
682,68786454528,"[4.17, 4.14, 4.14]","[0.0, 0.0, 4.14]",214.421831632033
692,70815449088,"[4.22, 4.19, 4.19]","[0.0, 0.0, 4.19]",218.7366365212947
702,72873934848,"[4.29, 4.26, 4.26]","[0.0, 0.0, 4.26]",223.43187354132533
