Hidden neurons,# MACs,On chip mem used,Off chip mem used,Inference time
100,37400,"[0.02001953125, 0.030517578125]","[0.0, 0.0]",0.4511826205998659
140,69160,"[0.037353515625, 0.059814453125]","[0.0, 0.0]",0.470208115875721
180,110520,"[0.044677734375, 0.076904296875]","[0.0, 0.0]",0.46633318066596985
220,161480,"[0.0693359375, 0.120849609375]","[0.0, 0.0]",0.4700792767107487
260,222040,"[0.098876953125, 0.174560546875]","[0.0, 0.0]",0.4771407041698694
300,292200,"[0.111083984375, 0.201416015625]","[0.0, 0.0]",0.47570337541401386
340,371960,"[0.14794921875, 0.269775390625]","[0.0, 0.0]",0.47399580478668213
380,461320,"[0.16259765625, 0.301513671875]","[0.0, 0.0]",0.47838015481829643
420,560280,"[0.206787109375, 0.384521484375]","[0.0, 0.0]",0.4899275302886963
460,668840,"[0.255859375, 0.477294921875]","[0.0, 0.0]",0.5141885485500097
500,787000,"[0.275390625, 0.518798828125]","[0.0, 0.0]",0.5008974578231573
540,914760,"[0.331787109375, 0.626220703125]","[0.0, 0.0]",0.499976584687829
580,1052120,"[0.39306640625, 0.743408203125]","[0.0, 0.0]",0.5014445912092924
620,1199080,"[0.41748046875, 0.794677734375]","[0.0, 0.0]",0.49712573178112507
660,1355640,"[0.486083984375, 0.926513671875]","[0.0, 0.0]",0.4953992459923029
700,1521800,"[0.512939453125, 0.982666015625]","[0.0, 0.0]",0.5039094388484955
740,1697560,"[0.5888671875, 1.13]","[0.0, 0.0]",0.4942607320845127
780,1882920,"[0.669677734375, 1.29]","[0.0, 0.0]",0.49569609574973583
820,2077880,"[0.701416015625, 1.35]","[0.0, 0.0]",0.5029749125242233
860,2282440,"[0.78955078125, 1.52]","[0.0, 0.0]",0.5158192478120327
900,2496600,"[0.882568359375, 1.7]","[0.0, 0.0]",0.5008210893720388
940,2720360,"[0.919189453125, 1.78]","[0.0, 0.0]",0.4999195691198111
980,2953720,"[1.02, 1.97]","[0.0, 0.0]",0.504004592075944
1020,3196680,"[1.06, 2.05]","[0.0, 0.0]",0.5099680088460445
1060,3449240,"[1.17, 2.26]","[0.0, 0.0]",0.4998688865453005
1100,3711400,"[1.28, 2.48]","[0.0, 0.0]",0.5036511644721031
1140,3983160,"[1.32, 2.57]","[0.0, 0.0]",0.4767034761607647
1180,4264520,"[1.44, 2.81]","[0.0, 0.0]",0.49632822163403034
1220,4555480,"[1.57, 3.05]","[0.0, 0.0]",0.5003802292048931
1260,4856040,"[1.62, 3.15]","[0.0, 0.0]",0.5022989306598902
1300,5166200,"[1.75, 3.41]","[0.0, 0.0]",0.5138755962252617
1340,5485960,"[1.8, 3.52]","[0.0, 0.0]",0.48795387148857117
1380,5815320,"[1.94, 3.79]","[0.0, 0.0]",0.5018700007349253
1420,6154280,"[2.08, 4.07]","[0.0, 0.0]",0.5027975887060165
1460,6502840,"[2.14, 4.19]","[0.0, 0.0]",0.5064894072711468
1500,6861000,"[2.29, 4.49]","[0.0, 0.0]",0.5550336744636297
1540,7228760,"[2.45, 4.79]","[0.0, 0.0]",0.5100802890956402
1580,7606120,"[2.51, 4.92]","[0.0, 0.0]",0.4939875658601523
1620,7993080,"[2.67, 5.24]","[0.0, 0.0]",0.506262443959713
1660,8389640,"[2.74, 5.37]","[0.0, 0.0]",0.503247557207942
1700,8795800,"[2.91, 5.71]","[0.0, 0.0]",0.5116721149533987
1740,9211560,"[3.08, 6.05]","[0.0, 0.0]",0.5157672055065632
1780,9636920,"[3.15, 6.19]","[0.0, 0.0]",0.5107211787253618
1820,10071880,"[3.33, 6.55]","[0.0, 0.0]",0.516827879473567
1860,10516440,"[3.52, 6.93]","[0.0, 0.0]",0.5128717981278896
1900,10970600,"[3.6, 7.07]","[0.0, 0.0]",0.5123197194188833
1940,11434360,"[3.79, 7.46]","[0.0, 0.0]",0.5219141766428947
1980,11907720,"[3.87, 7.61]","[0.0, 0.0]",0.5198474042117596
2020,12390680,"[4.07, 4.07]","[0.0, 3.95]",12.537653036415577
2060,12883240,"[4.28, 4.27]","[0.0, 4.15]",13.118365863338113
2100,13385400,"[4.36, 4.36]","[0.0, 4.23]",13.321671290323138
2140,13897160,"[4.57, 4.57]","[0.0, 4.44]",13.877097526565194
2180,14418520,"[4.79, 4.79]","[0.0, 4.66]",14.534543929621577
2220,14949480,"[4.88, 4.88]","[0.0, 4.74]",14.703215612098575
2260,15490040,"[5.11, 5.1]","[0.0, 4.97]",15.344996666535735
2300,16040200,"[5.19, 5.19]","[0.0, 5.05]",15.579602150246501
2340,16599960,"[5.43, 5.43]","[0.0, 5.28]",16.2136138882488
2380,17169320,"[5.67, 5.67]","[0.0, 5.52]",16.856282213702798
2420,17748280,"[5.76, 5.76]","[0.0, 5.61]",17.05265543423593
2460,18336840,"[6.01, 6.01]","[0.0, 5.86]",17.754136873409152
2500,18935000,"[6.26, 6.26]","[0.0, 6.1]",18.43311402015388
2540,19542760,"[6.36, 6.36]","[0.0, 6.2]",18.7102622538805
2580,20160120,"[6.62, 6.61]","[0.0, 6.46]",19.453053018078208
2620,20787080,"[6.72, 6.72]","[0.0, 6.56]",19.66418905183673
