Num neuronas,# MACs,Inference time
100,37400,0.008109956979751587
140,69160,0.010555610060691833
180,110520,0.014875084161758423
220,161480,0.01903437077999115
260,222040,0.022502616047859192
300,292200,0.02911873161792755
340,371960,0.038683414459228516
380,461320,0.0398196280002594
420,560280,0.047791749238967896
460,668840,0.06693229079246521
500,787000,0.07405690848827362
540,914760,0.08258223533630371
580,1052120,0.09660236537456512
620,1199080,0.09287707507610321
660,1355640,0.10186061263084412
700,1521800,0.13264454901218414
740,1697560,0.15413761138916016
780,1882920,0.1704227179288864
820,2077880,0.19064918160438538
860,2282440,0.19471906125545502
900,2496600,0.21970272064208984
940,2720360,0.2442002296447754
980,2953720,0.4647858440876007
1020,3196680,0.4927758127450943
1060,3449240,0.4871990531682968
1100,3711400,0.5768723785877228
1140,3983160,0.5965325981378555
1180,4264520,0.6767045706510544
1220,4555480,0.7335599511861801
1260,4856040,0.7154401391744614
1300,5166200,0.8254256099462509
1340,5485960,0.8528381586074829
1380,5815320,0.8774790912866592
1420,6154280,0.8720867335796356
1460,6502840,0.9779036045074463
1500,6861000,1.0008737444877625
1540,7228760,1.0239258408546448
1580,7606120,1.1260919272899628
1620,7993080,1.2787077575922012
1660,8389640,1.311449334025383
1700,8795800,1.2025721371173859
1740,9211560,1.43514946103096
1780,9636920,1.4906544238328934
1820,10071880,1.6036871820688248
1860,10516440,1.6515199095010757
1900,10970600,1.737050712108612
1940,11434360,1.7510727047920227
1980,11907720,1.8958747386932373
2020,12390680,2.104753628373146
2060,12883240,2.0633116364479065
2100,13385400,2.2117961198091507
2140,13897160,2.246478572487831
2180,14418520,2.342972904443741
2220,14949480,2.3017674684524536
2260,15490040,2.4801883846521378
2300,16040200,2.414008602499962
2340,16599960,2.8015747666358948
2380,17169320,2.861747518181801
2420,17748280,2.9479749500751495
2460,18336840,2.987571060657501
2500,18935000,3.231080248951912
2540,19542760,3.3359378576278687
2580,20160120,3.47861647605896
2620,20787080,3.432502970099449
