Num iters,Rwd avg
1,-21.0
51,-21.0
101,-21.0
151,-21.0
201,-21.0
251,-21.0
301,-21.0
351,-21.0
401,-21.0
451,-21.0
501,-21.0
551,-21.0
601,-21.0
651,-21.0
1297,-7.82
1347,-7.56
1397,-7.32
1447,-7.68
1497,-7.1
1547,-7.48
1597,-6.88
1647,-6.38
1697,-6.76
1747,-6.86
1797,-6.86
1847,-7.46
1897,-7.14
1947,-7.38
1997,-7.32
2047,-6.54
2097,-7.42
2147,-6.22
2197,-7.66
2247,-6.14
2297,-7.54
2347,-7.56
2397,-6.28
2447,-7.9
2497,-7.26
2547,-6.52
2597,-6.48
2647,-6.88
2697,-6.62
2747,-7.42
2797,-7.52
2847,-5.64
2897,-6.26
2947,-6.78
2997,-6.86
3047,-6.22
3097,-7.36
3147,-7.38
3197,-7.32
3247,-6.54
3297,-7.04
3347,-6.46
3397,-6.86
3447,-7.12
3497,-5.9
3547,-5.86
3597,-6.06
3647,-7.18
3697,-6.76
3747,-6.64
3797,-7.34
3847,-6.68
3897,-8.04
3947,-5.5
3997,-7.44
4047,-5.84
4097,-5.92
4147,-6.66
4197,-6.04
4247,-5.38
4248,-5.72
4298,-6.64
4348,-5.46
4398,-5.94
4448,-5.9
4498,-7.8
4548,-6.12
4598,-6.44
4648,-6.32
4698,-6.14
4748,-5.4
4798,-4.8
4848,-3.6
4898,-3.14
4948,-4.02
4998,-4.46
5048,-4.5
5098,-2.54
5148,-1.98
5198,-1.44
5248,-2.04
5298,-1.38
5348,-2.32
5398,-2.86
5448,-1.06
5498,0.5
5548,-1.12
5598,-0.34
5648,-0.64
5698,-0.46
5748,-0.3
5798,1.92
5848,2.18
5898,2.68
5948,3.08
5998,1.54
6048,2.62
6098,3.94
6148,4.84
6198,3.82
6248,5.1
6298,4.52
6348,5.4
6398,4.1
6448,6.82
6498,6.36
6548,5.36
6598,5.1
6648,6.94
6698,5.46
6748,6.3
6798,5.38
6848,5.92
6898,6.78
6948,6.46
6998,5.54
7048,6.0
7098,5.46
7148,4.54
7198,7.72
7248,6.16
7249,6.5
7299,6.68
7349,5.74
7399,4.08
7449,7.36
7499,5.56
7549,6.26
7599,4.52
7649,4.46
7699,3.84
7749,7.56
7799,6.18
7849,5.34
7899,5.86
7949,5.68
7999,6.38
8049,6.16
8099,6.82
8149,5.16
8199,4.12
8249,4.02
8299,4.88
8349,5.48
8399,7.44
8449,5.98
8499,6.68
8549,5.18
8599,3.6
8649,4.54
8699,3.84
8749,4.98
8799,4.5
8849,5.16
8899,5.62
8949,5.68
8999,7.18
9049,5.42
9099,6.68
9149,6.76
9199,5.68
9249,5.92
9299,5.48
9349,6.2
9399,5.52
9449,5.44
9499,5.46
9549,6.08
9599,4.86
9649,4.2
9699,5.2
9749,6.06
9799,6.02
9849,6.6
9899,5.68
9949,6.88
9999,5.78
10049,7.18
10099,4.94
10149,4.74
10199,5.4
10249,6.34
10250,6.78
10300,5.8
10350,5.38
10400,5.96
10450,4.74
10500,7.44
10550,6.08
10600,5.4
10650,4.96
10700,7.34
10750,4.88
10800,4.72
10850,3.56
10900,4.86
10950,3.52
11000,5.64
11050,5.64
11100,5.36
11150,6.3
11200,4.64
11250,5.42
11300,5.64
11350,5.46
11400,7.64
11450,7.74
11500,5.64
11550,3.54
11600,8.1
11650,7.46
11700,7.58
11750,9.34
11800,7.8
11850,5.98
11900,5.98
11950,5.74
12000,6.18
12050,5.28
12100,8.28
12150,7.42
12200,6.76
12250,7.22
12300,7.42
12350,6.26
12400,5.72
12450,6.64
12500,7.6
12550,6.3
12600,5.42
12650,8.38
12700,5.7
12750,4.72
12800,7.02
12850,6.38
12900,4.96
12950,8.4
13000,8.32
13050,7.76
13100,7.26
13150,8.88
13200,7.4
13250,7.92
13251,7.52
13301,6.44
13351,7.26
13401,7.14
13451,7.08
13501,6.44
13551,7.0
13601,7.76
13651,8.34
13701,5.5
13751,7.96
13801,6.42
13851,3.8
13901,5.12
13951,6.54
14001,5.92
14051,5.68
14101,7.86
14151,6.9
