,Num iters,weights concentration
246,12150,9.529765855369163
247,12200,9.461994191416355
248,12250,9.412627832022832
249,12300,9.45795253296325
250,12350,9.380371662149756
251,12400,9.28493825399216
252,12450,9.309859246928935
253,12500,9.14671761553416
254,12550,9.053351717557414
255,12600,8.968380297628073
256,12650,9.175169879792984
257,12700,9.119463549934553
258,12750,9.157498784970414
259,12800,9.226334674380787
260,12850,9.395030808828054
261,12900,9.224167789211393
262,12950,9.310262401108146
263,13000,9.443312674064074
264,13050,9.521933037986052
265,13100,9.458755054923508
266,13150,9.521899995338956
267,13200,9.265628244545711
268,13250,9.40990207344014
269,13251,9.407765363461651
270,13301,9.48928682862384
271,13351,9.599789720397569
272,13401,9.406807641665154
273,13451,9.206333033823595
274,13501,9.171827705184157
275,13551,9.1204171688988
276,13601,9.780766556156294
277,13651,9.84707448134189
278,13701,9.866039814977189
279,13751,9.76580408276652
280,13801,9.660934115171896
281,13851,9.65754251115379
282,13901,9.659341327860984
283,13951,9.59902139715653
284,14001,9.54276028380351
285,14051,9.478332936802923
286,14101,9.487869155974987
287,14151,9.487916384818073
